========CONFIG===========
part_labeled =  0.2
temp =  2.0
========CONFIG===========
[Student] CyclicLR step size =  70
LogitsTrain Time used: 10 	 Loss: 1812.291
Using the default mapping tsv
[Eval] Valid Acc. : 32.12% 	 (16990/52893)
[Eval] Test Acc. : 31.67% 	 (18028/56926)
LogitsTrain Time used: 10 	 Loss: 831.047
[Eval] Valid Acc. : 51.09% 	 (27021/52893)
[Eval] Test Acc. : 51.24% 	 (29170/56926)
LogitsTrain Time used: 10 	 Loss: 405.248
[Eval] Valid Acc. : 61.33% 	 (32441/52893)
[Eval] Test Acc. : 60.93% 	 (34686/56926)
LogitsTrain Time used: 10 	 Loss: 284.783
[Eval] Valid Acc. : 63.88% 	 (33786/52893)
[Eval] Test Acc. : 63.30% 	 (36037/56926)
LogitsTrain Time used: 10 	 Loss: 258.870
[Eval] Valid Acc. : 64.29% 	 (34007/52893)
[Eval] Test Acc. : 63.19% 	 (35973/56926)
LogitsTrain Time used: 9 	 Loss: 244.416
[Eval] Valid Acc. : 63.61% 	 (33645/52893)
[Eval] Test Acc. : 62.55% 	 (35605/56926)
LogitsTrain Time used: 10 	 Loss: 209.037
[Eval] Valid Acc. : 67.50% 	 (35701/52893)
[Eval] Test Acc. : 66.28% 	 (37731/56926)
LogitsTrain Time used: 10 	 Loss: 181.896
[Eval] Valid Acc. : 67.98% 	 (35957/52893)
[Eval] Test Acc. : 66.65% 	 (37941/56926)
LogitsTrain Time used: 10 	 Loss: 177.022
[Eval] Valid Acc. : 67.59% 	 (35748/52893)
[Eval] Test Acc. : 66.35% 	 (37771/56926)
LogitsTrain Time used: 10 	 Loss: 182.752
[Eval] Valid Acc. : 67.20% 	 (35542/52893)
[Eval] Test Acc. : 66.54% 	 (37878/56926)
LogitsTrain Time used: 10 	 Loss: 168.589
[Eval] Valid Acc. : 68.83% 	 (36404/52893)
[Eval] Test Acc. : 67.47% 	 (38406/56926)
LogitsTrain Time used: 10 	 Loss: 155.512
[Eval] Valid Acc. : 68.86% 	 (36421/52893)
[Eval] Test Acc. : 67.58% 	 (38471/56926)
LogitsTrain Time used: 10 	 Loss: 155.876
[Eval] Valid Acc. : 68.33% 	 (36143/52893)
[Eval] Test Acc. : 66.95% 	 (38113/56926)
LogitsTrain Time used: 10 	 Loss: 162.360
[Eval] Valid Acc. : 68.54% 	 (36255/52893)
[Eval] Test Acc. : 67.28% 	 (38302/56926)
LogitsTrain Time used: 10 	 Loss: 152.131
[Eval] Valid Acc. : 69.09% 	 (36546/52893)
[Eval] Test Acc. : 67.77% 	 (38578/56926)
LogitsTrain Time used: 10 	 Loss: 142.845
[Eval] Valid Acc. : 69.15% 	 (36574/52893)
[Eval] Test Acc. : 67.84% 	 (38616/56926)
LogitsTrain Time used: 10 	 Loss: 144.066
[Eval] Valid Acc. : 67.94% 	 (35938/52893)
[Eval] Test Acc. : 67.05% 	 (38169/56926)
LogitsTrain Time used: 10 	 Loss: 151.242
[Eval] Valid Acc. : 68.71% 	 (36345/52893)
[Eval] Test Acc. : 67.67% 	 (38520/56926)
LogitsTrain Time used: 10 	 Loss: 140.954
[Eval] Valid Acc. : 69.40% 	 (36707/52893)
[Eval] Test Acc. : 67.94% 	 (38673/56926)
LogitsTrain Time used: 10 	 Loss: 133.968
[Eval] Valid Acc. : 69.17% 	 (36586/52893)
[Eval] Test Acc. : 68.17% 	 (38805/56926)
LogitsTrain Time used: 10 	 Loss: 137.362
[Eval] Valid Acc. : 68.81% 	 (36398/52893)
[Eval] Test Acc. : 67.70% 	 (38540/56926)
LogitsTrain Time used: 10 	 Loss: 144.927
[Eval] Valid Acc. : 68.94% 	 (36463/52893)
[Eval] Test Acc. : 67.80% 	 (38595/56926)
LogitsTrain Time used: 10 	 Loss: 134.131
[Eval] Valid Acc. : 69.71% 	 (36874/52893)
[Eval] Test Acc. : 68.31% 	 (38885/56926)
LogitsTrain Time used: 10 	 Loss: 128.483
[Eval] Valid Acc. : 69.59% 	 (36808/52893)
[Eval] Test Acc. : 68.27% 	 (38862/56926)
LogitsTrain Time used: 10 	 Loss: 132.671
[Eval] Valid Acc. : 67.68% 	 (35797/52893)
[Eval] Test Acc. : 67.20% 	 (38253/56926)
LogitsTrain Time used: 10 	 Loss: 140.736
[Eval] Valid Acc. : 69.43% 	 (36721/52893)
[Eval] Test Acc. : 68.09% 	 (38760/56926)
LogitsTrain Time used: 10 	 Loss: 128.136
[Eval] Valid Acc. : 69.79% 	 (36912/52893)
[Eval] Test Acc. : 68.34% 	 (38905/56926)
LogitsTrain Time used: 10 	 Loss: 123.680
[Eval] Valid Acc. : 69.53% 	 (36775/52893)
[Eval] Test Acc. : 68.23% 	 (38838/56926)
LogitsTrain Time used: 10 	 Loss: 128.974
[Eval] Valid Acc. : 68.89% 	 (36439/52893)
