========CONFIG===========
part_labeled =  0.2
temp =  8.0
========CONFIG===========
[Student] CyclicLR step size =  70
LogitsTrain Time used: 10 	 Loss: 1606.404
Using the default mapping tsv
[Eval] Valid Acc. : 29.38% 	 (15541/52893)
[Eval] Test Acc. : 28.89% 	 (16445/56926)
LogitsTrain Time used: 10 	 Loss: 737.860
[Eval] Valid Acc. : 48.63% 	 (25724/52893)
[Eval] Test Acc. : 48.40% 	 (27555/56926)
LogitsTrain Time used: 10 	 Loss: 375.278
[Eval] Valid Acc. : 58.95% 	 (31182/52893)
[Eval] Test Acc. : 58.56% 	 (33334/56926)
LogitsTrain Time used: 10 	 Loss: 269.634
[Eval] Valid Acc. : 61.42% 	 (32489/52893)
[Eval] Test Acc. : 60.87% 	 (34651/56926)
LogitsTrain Time used: 10 	 Loss: 245.527
[Eval] Valid Acc. : 61.50% 	 (32529/52893)
[Eval] Test Acc. : 61.11% 	 (34787/56926)
LogitsTrain Time used: 10 	 Loss: 232.427
[Eval] Valid Acc. : 63.96% 	 (33832/52893)
[Eval] Test Acc. : 63.18% 	 (35967/56926)
LogitsTrain Time used: 10 	 Loss: 193.120
[Eval] Valid Acc. : 65.77% 	 (34789/52893)
[Eval] Test Acc. : 65.07% 	 (37043/56926)
LogitsTrain Time used: 10 	 Loss: 175.729
[Eval] Valid Acc. : 66.21% 	 (35020/52893)
[Eval] Test Acc. : 65.38% 	 (37219/56926)
LogitsTrain Time used: 10 	 Loss: 172.974
[Eval] Valid Acc. : 66.42% 	 (35132/52893)
[Eval] Test Acc. : 65.69% 	 (37394/56926)
LogitsTrain Time used: 10 	 Loss: 179.846
[Eval] Valid Acc. : 65.98% 	 (34901/52893)
[Eval] Test Acc. : 65.22% 	 (37127/56926)
LogitsTrain Time used: 10 	 Loss: 161.328
[Eval] Valid Acc. : 67.03% 	 (35456/52893)
[Eval] Test Acc. : 66.33% 	 (37761/56926)
LogitsTrain Time used: 10 	 Loss: 152.675
[Eval] Valid Acc. : 67.72% 	 (35819/52893)
[Eval] Test Acc. : 66.70% 	 (37971/56926)
LogitsTrain Time used: 10 	 Loss: 151.187
