========CONFIG===========
part_labeled =  0.03
temp =  8.0
========CONFIG===========
[Student] CyclicLR step size =  70
LogitsTrain Time used: 9 	 Loss: 844.942
Using the default mapping tsv
[Eval] Valid Acc. : 27.83% 	 (14722/52893)
[Eval] Test Acc. : 27.67% 	 (15752/56926)
LogitsTrain Time used: 9 	 Loss: 259.611
[Eval] Valid Acc. : 43.02% 	 (22755/52893)
[Eval] Test Acc. : 42.62% 	 (24260/56926)
LogitsTrain Time used: 9 	 Loss: 92.415
[Eval] Valid Acc. : 49.39% 	 (26124/52893)
[Eval] Test Acc. : 49.24% 	 (28030/56926)
LogitsTrain Time used: 10 	 Loss: 54.757
[Eval] Valid Acc. : 51.19% 	 (27075/52893)
[Eval] Test Acc. : 50.91% 	 (28981/56926)
LogitsTrain Time used: 10 	 Loss: 46.347
[Eval] Valid Acc. : 52.57% 	 (27805/52893)
[Eval] Test Acc. : 52.34% 	 (29794/56926)
LogitsTrain Time used: 10 	 Loss: 40.920
[Eval] Valid Acc. : 51.83% 	 (27415/52893)
[Eval] Test Acc. : 51.38% 	 (29250/56926)
LogitsTrain Time used: 9 	 Loss: 36.288
[Eval] Valid Acc. : 53.66% 	 (28385/52893)
[Eval] Test Acc. : 53.44% 	 (30423/56926)
LogitsTrain Time used: 10 	 Loss: 31.240
[Eval] Valid Acc. : 53.76% 	 (28437/52893)
[Eval] Test Acc. : 53.49% 	 (30451/56926)
LogitsTrain Time used: 10 	 Loss: 30.348
[Eval] Valid Acc. : 53.87% 	 (28496/52893)
[Eval] Test Acc. : 53.63% 	 (30530/56926)
LogitsTrain Time used: 10 	 Loss: 29.373
[Eval] Valid Acc. : 54.07% 	 (28599/52893)
[Eval] Test Acc. : 53.72% 	 (30580/56926)
LogitsTrain Time used: 10 	 Loss: 27.633
[Eval] Valid Acc. : 54.50% 	 (28826/52893)
[Eval] Test Acc. : 54.21% 	 (30862/56926)
LogitsTrain Time used: 10 	 Loss: 26.502
[Eval] Valid Acc. : 54.53% 	 (28845/52893)
[Eval] Test Acc. : 54.20% 	 (30854/56926)
LogitsTrain Time used: 10 	 Loss: 26.398
[Eval] Valid Acc. : 54.63% 	 (28894/52893)
[Eval] Test Acc. : 54.42% 	 (30979/56926)
LogitsTrain Time used: 9 	 Loss: 26.226
[Eval] Valid Acc. : 54.35% 	 (28745/52893)
[Eval] Test Acc. : 54.01% 	 (30743/56926)
LogitsTrain Time used: 10 	 Loss: 25.043
[Eval] Valid Acc. : 54.89% 	 (29033/52893)
[Eval] Test Acc. : 54.51% 	 (31033/56926)
LogitsTrain Time used: 10 	 Loss: 24.225
[Eval] Valid Acc. : 54.85% 	 (29013/52893)
[Eval] Test Acc. : 54.46% 	 (31001/56926)
LogitsTrain Time used: 10 	 Loss: 24.090
[Eval] Valid Acc. : 54.91% 	 (29043/52893)
[Eval] Test Acc. : 54.52% 	 (31034/56926)
LogitsTrain Time used: 9 	 Loss: 24.231
[Eval] Valid Acc. : 55.05% 	 (29119/52893)
[Eval] Test Acc. : 54.85% 	 (31225/56926)
LogitsTrain Time used: 10 	 Loss: 23.296
[Eval] Valid Acc. : 55.16% 	 (29176/52893)
[Eval] Test Acc. : 54.69% 	 (31131/56926)
LogitsTrain Time used: 10 	 Loss: 22.628
[Eval] Valid Acc. : 55.09% 	 (29138/52893)
[Eval] Test Acc. : 54.67% 	 (31121/56926)
LogitsTrain Time used: 10 	 Loss: 22.722
[Eval] Valid Acc. : 55.10% 	 (29146/52893)
[Eval] Test Acc. : 54.74% 	 (31159/56926)
LogitsTrain Time used: 10 	 Loss: 23.172
[Eval] Valid Acc. : 55.17% 	 (29181/52893)
[Eval] Test Acc. : 54.74% 	 (31163/56926)
LogitsTrain Time used: 10 	 Loss: 22.048
[Eval] Valid Acc. : 55.20% 	 (29199/52893)
[Eval] Test Acc. : 54.79% 	 (31191/56926)
LogitsTrain Time used: 10 	 Loss: 21.496
[Eval] Valid Acc. : 55.23% 	 (29213/52893)
[Eval] Test Acc. : 54.85% 	 (31222/56926)
LogitsTrain Time used: 10 	 Loss: 21.741
[Eval] Valid Acc. : 55.08% 	 (29134/52893)
[Eval] Test Acc. : 54.44% 	 (30992/56926)
LogitsTrain Time used: 10 	 Loss: 22.303
[Eval] Valid Acc. : 55.00% 	 (29092/52893)
[Eval] Test Acc. : 54.54% 	 (31047/56926)
LogitsTrain Time used: 10 	 Loss: 20.992
[Eval] Valid Acc. : 55.25% 	 (29223/52893)
[Eval] Test Acc. : 54.73% 	 (31158/56926)
LogitsTrain Time used: 10 	 Loss: 20.630
[Eval] Valid Acc. : 55.28% 	 (29240/52893)
[Eval] Test Acc. : 54.77% 	 (31180/56926)
LogitsTrain Time used: 10 	 Loss: 21.011
[Eval] Valid Acc. : 55.34% 	 (29273/52893)
[Eval] Test Acc. : 55.04% 	 (31332/56926)
LogitsTrain Time used: 10 	 Loss: 21.334
[Eval] Valid Acc. : 55.20% 	 (29198/52893)
[Eval] Test Acc. : 54.83% 	 (31211/56926)
LogitsTrain Time used: 10 	 Loss: 20.306
[Eval] Valid Acc. : 55.41% 	 (29306/52893)
[Eval] Test Acc. : 54.97% 	 (31291/56926)
LogitsTrain Time used: 10 	 Loss: 19.974
[Eval] Valid Acc. : 55.32% 	 (29262/52893)
[Eval] Test Acc. : 54.82% 	 (31207/56926)
LogitsTrain Time used: 10 	 Loss: 20.436
[Eval] Valid Acc. : 55.70% 	 (29462/52893)
[Eval] Test Acc. : 55.31% 	 (31484/56926)
LogitsTrain Time used: 10 	 Loss: 21.890
[Eval] Valid Acc. : 55.29% 	 (29247/52893)
[Eval] Test Acc. : 54.88% 	 (31241/56926)
LogitsTrain Time used: 10 	 Loss: 19.690
[Eval] Valid Acc. : 55.40% 	 (29302/52893)
[Eval] Test Acc. : 54.97% 	 (31291/56926)
LogitsTrain Time used: 10 	 Loss: 19.592
[Eval] Valid Acc. : 55.23% 	 (29214/52893)
[Eval] Test Acc. : 54.85% 	 (31223/56926)
LogitsTrain Time used: 10 	 Loss: 19.959
[Eval] Valid Acc. : 55.58% 	 (29400/52893)
[Eval] Test Acc. : 55.23% 	 (31441/56926)
LogitsTrain Time used: 10 	 Loss: 20.307
[Eval] Valid Acc. : 55.45% 	 (29327/52893)
[Eval] Test Acc. : 55.01% 	 (31313/56926)
LogitsTrain Time used: 10 	 Loss: 19.223
[Eval] Valid Acc. : 55.43% 	 (29317/52893)
[Eval] Test Acc. : 54.97% 	 (31295/56926)
LogitsTrain Time used: 10 	 Loss: 19.091
[Eval] Valid Acc. : 55.57% 	 (29392/52893)
[Eval] Test Acc. : 55.18% 	 (31411/56926)
LogitsTrain Time used: 10 	 Loss: 19.650
[Eval] Valid Acc. : 55.37% 	 (29285/52893)
[Eval] Test Acc. : 55.07% 	 (31349/56926)
LogitsTrain Time used: 10 	 Loss: 19.143
[Eval] Valid Acc. : 55.44% 	 (29324/52893)
[Eval] Test Acc. : 55.12% 	 (31380/56926)
LogitsTrain Time used: 10 	 Loss: 18.754
[Eval] Valid Acc. : 55.44% 	 (29323/52893)
