========CONFIG===========
part_labeled =  0.03
temp =  2.0
========CONFIG===========
[Student] CyclicLR step size =  70
LogitsTrain Time used: 10 	 Loss: 1000.472
Using the default mapping tsv
[Eval] Valid Acc. : 30.30% 	 (16028/52893)
[Eval] Test Acc. : 30.63% 	 (17438/56926)
LogitsTrain Time used: 9 	 Loss: 265.083
[Eval] Valid Acc. : 45.24% 	 (23929/52893)
[Eval] Test Acc. : 45.13% 	 (25692/56926)
LogitsTrain Time used: 9 	 Loss: 85.917
[Eval] Valid Acc. : 52.55% 	 (27797/52893)
[Eval] Test Acc. : 52.62% 	 (29952/56926)
LogitsTrain Time used: 9 	 Loss: 53.477
[Eval] Valid Acc. : 53.11% 	 (28094/52893)
[Eval] Test Acc. : 52.98% 	 (30158/56926)
LogitsTrain Time used: 9 	 Loss: 48.392
[Eval] Valid Acc. : 53.61% 	 (28354/52893)
[Eval] Test Acc. : 53.53% 	 (30474/56926)
LogitsTrain Time used: 9 	 Loss: 42.683
[Eval] Valid Acc. : 53.87% 	 (28491/52893)
[Eval] Test Acc. : 53.82% 	 (30637/56926)
LogitsTrain Time used: 9 	 Loss: 37.784
[Eval] Valid Acc. : 54.51% 	 (28831/52893)
[Eval] Test Acc. : 54.35% 	 (30941/56926)
LogitsTrain Time used: 9 	 Loss: 34.880
[Eval] Valid Acc. : 54.50% 	 (28829/52893)
[Eval] Test Acc. : 54.50% 	 (31024/56926)
LogitsTrain Time used: 9 	 Loss: 34.438
[Eval] Valid Acc. : 54.88% 	 (29027/52893)
[Eval] Test Acc. : 54.50% 	 (31023/56926)
LogitsTrain Time used: 9 	 Loss: 34.070
[Eval] Valid Acc. : 54.95% 	 (29065/52893)
[Eval] Test Acc. : 54.76% 	 (31172/56926)
LogitsTrain Time used: 9 	 Loss: 32.146
[Eval] Valid Acc. : 54.90% 	 (29039/52893)
[Eval] Test Acc. : 54.79% 	 (31191/56926)
LogitsTrain Time used: 9 	 Loss: 29.956
[Eval] Valid Acc. : 55.17% 	 (29183/52893)
[Eval] Test Acc. : 54.89% 	 (31247/56926)
LogitsTrain Time used: 9 	 Loss: 30.096
[Eval] Valid Acc. : 55.12% 	 (29157/52893)
[Eval] Test Acc. : 54.90% 	 (31251/56926)
LogitsTrain Time used: 9 	 Loss: 31.134
