========CONFIG===========
part_labeled =  0.1
temp =  8.0
========CONFIG===========
[Student] CyclicLR step size =  70
LogitsTrain Time used: 10 	 Loss: 1794.576
Using the default mapping tsv
[Eval] Valid Acc. : 27.61% 	 (14605/52893)
[Eval] Test Acc. : 27.31% 	 (15544/56926)
LogitsTrain Time used: 10 	 Loss: 762.782
[Eval] Valid Acc. : 49.11% 	 (25975/52893)
[Eval] Test Acc. : 48.89% 	 (27830/56926)
LogitsTrain Time used: 10 	 Loss: 388.596
[Eval] Valid Acc. : 59.13% 	 (31278/52893)
[Eval] Test Acc. : 59.26% 	 (33732/56926)
LogitsTrain Time used: 10 	 Loss: 249.871
[Eval] Valid Acc. : 61.05% 	 (32291/52893)
[Eval] Test Acc. : 60.78% 	 (34598/56926)
LogitsTrain Time used: 10 	 Loss: 227.987
[Eval] Valid Acc. : 62.13% 	 (32864/52893)
[Eval] Test Acc. : 61.38% 	 (34942/56926)
LogitsTrain Time used: 10 	 Loss: 221.988
[Eval] Valid Acc. : 62.04% 	 (32813/52893)
[Eval] Test Acc. : 61.76% 	 (35157/56926)
LogitsTrain Time used: 10 	 Loss: 184.424
[Eval] Valid Acc. : 64.24% 	 (33977/52893)
[Eval] Test Acc. : 63.93% 	 (36391/56926)
LogitsTrain Time used: 10 	 Loss: 166.459
[Eval] Valid Acc. : 64.97% 	 (34364/52893)
[Eval] Test Acc. : 64.46% 	 (36692/56926)
LogitsTrain Time used: 10 	 Loss: 163.057
[Eval] Valid Acc. : 64.67% 	 (34207/52893)
[Eval] Test Acc. : 64.46% 	 (36694/56926)
LogitsTrain Time used: 10 	 Loss: 176.382
[Eval] Valid Acc. : 63.52% 	 (33596/52893)
[Eval] Test Acc. : 62.90% 	 (35805/56926)
LogitsTrain Time used: 10 	 Loss: 158.018
[Eval] Valid Acc. : 65.42% 	 (34601/52893)
[Eval] Test Acc. : 65.08% 	 (37046/56926)
LogitsTrain Time used: 10 	 Loss: 145.747
