========CONFIG===========
part_labeled =  0.01
temp =  4.0
========CONFIG===========
[Student] CyclicLR step size =  70
LogitsTrain Time used: 14 	 Loss: 1236.279
Using the default mapping tsv
[Eval] Valid Acc. : 31.40% 	 (17001/54138)
[Eval] Test Acc. : 30.05% 	 (17104/56926)
LogitsTrain Time used: 14 	 Loss: 300.095
[Eval] Valid Acc. : 47.67% 	 (25806/54138)
[Eval] Test Acc. : 46.01% 	 (26194/56926)
LogitsTrain Time used: 14 	 Loss: 73.217
[Eval] Valid Acc. : 51.62% 	 (27947/54138)
[Eval] Test Acc. : 50.13% 	 (28537/56926)
LogitsTrain Time used: 14 	 Loss: 45.269
[Eval] Valid Acc. : 51.71% 	 (27996/54138)
[Eval] Test Acc. : 50.20% 	 (28575/56926)
LogitsTrain Time used: 14 	 Loss: 41.130
[Eval] Valid Acc. : 51.99% 	 (28149/54138)
[Eval] Test Acc. : 50.48% 	 (28734/56926)
LogitsTrain Time used: 13 	 Loss: 43.372
[Eval] Valid Acc. : 52.16% 	 (28239/54138)
[Eval] Test Acc. : 50.81% 	 (28922/56926)
LogitsTrain Time used: 14 	 Loss: 33.440
[Eval] Valid Acc. : 52.21% 	 (28263/54138)
[Eval] Test Acc. : 50.84% 	 (28939/56926)
LogitsTrain Time used: 14 	 Loss: 30.002
[Eval] Valid Acc. : 52.24% 	 (28283/54138)
[Eval] Test Acc. : 50.91% 	 (28980/56926)
LogitsTrain Time used: 14 	 Loss: 29.317
[Eval] Valid Acc. : 52.14% 	 (28229/54138)
[Eval] Test Acc. : 50.73% 	 (28877/56926)
LogitsTrain Time used: 14 	 Loss: 30.391
[Eval] Valid Acc. : 52.13% 	 (28220/54138)
[Eval] Test Acc. : 50.90% 	 (28974/56926)
LogitsTrain Time used: 14 	 Loss: 27.109
[Eval] Valid Acc. : 52.36% 	 (28349/54138)
[Eval] Test Acc. : 51.03% 	 (29050/56926)
LogitsTrain Time used: 14 	 Loss: 25.784
[Eval] Valid Acc. : 52.46% 	 (28400/54138)
[Eval] Test Acc. : 51.18% 	 (29136/56926)
LogitsTrain Time used: 14 	 Loss: 25.385
[Eval] Valid Acc. : 52.52% 	 (28432/54138)
[Eval] Test Acc. : 51.24% 	 (29171/56926)
LogitsTrain Time used: 14 	 Loss: 27.815
[Eval] Valid Acc. : 52.51% 	 (28430/54138)
[Eval] Test Acc. : 51.29% 	 (29195/56926)
LogitsTrain Time used: 14 	 Loss: 24.431
[Eval] Valid Acc. : 52.60% 	 (28478/54138)
[Eval] Test Acc. : 51.24% 	 (29167/56926)
LogitsTrain Time used: 14 	 Loss: 23.189
[Eval] Valid Acc. : 52.60% 	 (28474/54138)
[Eval] Test Acc. : 51.25% 	 (29174/56926)
LogitsTrain Time used: 14 	 Loss: 23.159
[Eval] Valid Acc. : 52.78% 	 (28572/54138)
[Eval] Test Acc. : 51.42% 	 (29269/56926)
LogitsTrain Time used: 14 	 Loss: 25.806
[Eval] Valid Acc. : 52.71% 	 (28534/54138)
[Eval] Test Acc. : 51.31% 	 (29211/56926)
LogitsTrain Time used: 14 	 Loss: 22.371
[Eval] Valid Acc. : 52.76% 	 (28564/54138)
[Eval] Test Acc. : 51.40% 	 (29260/56926)
LogitsTrain Time used: 14 	 Loss: 21.835
[Eval] Valid Acc. : 52.72% 	 (28543/54138)
[Eval] Test Acc. : 51.33% 	 (29218/56926)
LogitsTrain Time used: 14 	 Loss: 21.877
[Eval] Valid Acc. : 52.73% 	 (28549/54138)
[Eval] Test Acc. : 51.42% 	 (29270/56926)
LogitsTrain Time used: 14 	 Loss: 24.910
[Eval] Valid Acc. : 52.56% 	 (28455/54138)
[Eval] Test Acc. : 51.27% 	 (29185/56926)
LogitsTrain Time used: 14 	 Loss: 21.290
[Eval] Valid Acc. : 52.67% 	 (28515/54138)
[Eval] Test Acc. : 51.34% 	 (29224/56926)
LogitsTrain Time used: 14 	 Loss: 20.677
[Eval] Valid Acc. : 52.69% 	 (28527/54138)
[Eval] Test Acc. : 51.32% 	 (29216/56926)
LogitsTrain Time used: 14 	 Loss: 21.120
[Eval] Valid Acc. : 52.86% 	 (28620/54138)
[Eval] Test Acc. : 51.40% 	 (29258/56926)
LogitsTrain Time used: 14 	 Loss: 22.580
[Eval] Valid Acc. : 52.68% 	 (28522/54138)
[Eval] Test Acc. : 51.33% 	 (29219/56926)
LogitsTrain Time used: 14 	 Loss: 20.212
[Eval] Valid Acc. : 52.82% 	 (28596/54138)
[Eval] Test Acc. : 51.42% 	 (29273/56926)
LogitsTrain Time used: 13 	 Loss: 19.689
[Eval] Valid Acc. : 52.74% 	 (28550/54138)
[Eval] Test Acc. : 51.37% 	 (29242/56926)
LogitsTrain Time used: 14 	 Loss: 20.148
[Eval] Valid Acc. : 52.83% 	 (28600/54138)
[Eval] Test Acc. : 51.56% 	 (29350/56926)
LogitsTrain Time used: 14 	 Loss: 30.976
[Eval] Valid Acc. : 52.69% 	 (28525/54138)
[Eval] Test Acc. : 51.28% 	 (29190/56926)
LogitsTrain Time used: 14 	 Loss: 20.160
[Eval] Valid Acc. : 52.70% 	 (28532/54138)
[Eval] Test Acc. : 51.38% 	 (29250/56926)
LogitsTrain Time used: 14 	 Loss: 19.608
[Eval] Valid Acc. : 52.94% 	 (28658/54138)
[Eval] Test Acc. : 51.45% 	 (29287/56926)
