========CONFIG===========
part_labeled =  0.1
temp =  1.0
========CONFIG===========
[Student] CyclicLR step size =  70
LogitsTrain Time used: 115 	 Loss: 805.538
Using the default mapping tsv
[Eval] Valid Acc. : 30.73% 	 (16256/52893)
[Eval] Test Acc. : 31.32% 	 (17828/56926)
LogitsTrain Time used: 9 	 Loss: 406.138
[Eval] Valid Acc. : 53.43% 	 (28261/52893)
[Eval] Test Acc. : 53.18% 	 (30275/56926)
LogitsTrain Time used: 9 	 Loss: 194.197
[Eval] Valid Acc. : 60.61% 	 (32057/52893)
[Eval] Test Acc. : 60.16% 	 (34249/56926)
LogitsTrain Time used: 9 	 Loss: 142.909
[Eval] Valid Acc. : 63.27% 	 (33464/52893)
[Eval] Test Acc. : 62.60% 	 (35637/56926)
LogitsTrain Time used: 9 	 Loss: 130.436
[Eval] Valid Acc. : 63.23% 	 (33445/52893)
[Eval] Test Acc. : 62.62% 	 (35645/56926)
LogitsTrain Time used: 9 	 Loss: 128.390
[Eval] Valid Acc. : 62.43% 	 (33022/52893)
[Eval] Test Acc. : 62.11% 	 (35356/56926)
LogitsTrain Time used: 9 	 Loss: 112.573
[Eval] Valid Acc. : 65.51% 	 (34651/52893)
[Eval] Test Acc. : 64.88% 	 (36936/56926)
LogitsTrain Time used: 9 	 Loss: 96.790
[Eval] Valid Acc. : 66.38% 	 (35111/52893)
[Eval] Test Acc. : 65.52% 	 (37298/56926)
LogitsTrain Time used: 9 	 Loss: 94.382
[Eval] Valid Acc. : 65.31% 	 (34544/52893)
[Eval] Test Acc. : 64.64% 	 (36795/56926)
LogitsTrain Time used: 9 	 Loss: 97.987
[Eval] Valid Acc. : 65.89% 	 (34851/52893)
[Eval] Test Acc. : 64.71% 	 (36834/56926)
LogitsTrain Time used: 9 	 Loss: 90.122
[Eval] Valid Acc. : 66.71% 	 (35287/52893)
[Eval] Test Acc. : 65.77% 	 (37441/56926)
LogitsTrain Time used: 10 	 Loss: 83.120
[Eval] Valid Acc. : 66.76% 	 (35314/52893)
[Eval] Test Acc. : 65.78% 	 (37445/56926)
LogitsTrain Time used: 9 	 Loss: 82.781
[Eval] Valid Acc. : 66.53% 	 (35191/52893)
[Eval] Test Acc. : 65.59% 	 (37338/56926)
LogitsTrain Time used: 9 	 Loss: 86.812
[Eval] Valid Acc. : 65.61% 	 (34702/52893)
[Eval] Test Acc. : 64.60% 	 (36774/56926)
LogitsTrain Time used: 9 	 Loss: 81.590
[Eval] Valid Acc. : 67.14% 	 (35512/52893)
[Eval] Test Acc. : 66.03% 	 (37586/56926)
LogitsTrain Time used: 9 	 Loss: 76.270
[Eval] Valid Acc. : 67.18% 	 (35535/52893)
[Eval] Test Acc. : 66.20% 	 (37687/56926)
LogitsTrain Time used: 9 	 Loss: 77.581
[Eval] Valid Acc. : 66.64% 	 (35250/52893)
[Eval] Test Acc. : 65.60% 	 (37346/56926)
LogitsTrain Time used: 9 	 Loss: 81.810
[Eval] Valid Acc. : 66.97% 	 (35421/52893)
[Eval] Test Acc. : 65.85% 	 (37485/56926)
LogitsTrain Time used: 9 	 Loss: 76.744
[Eval] Valid Acc. : 67.55% 	 (35727/52893)
[Eval] Test Acc. : 66.32% 	 (37755/56926)
LogitsTrain Time used: 9 	 Loss: 71.665
[Eval] Valid Acc. : 67.56% 	 (35735/52893)
[Eval] Test Acc. : 66.36% 	 (37776/56926)
LogitsTrain Time used: 9 	 Loss: 73.641
[Eval] Valid Acc. : 65.51% 	 (34651/52893)
[Eval] Test Acc. : 64.71% 	 (36837/56926)
LogitsTrain Time used: 10 	 Loss: 78.512
[Eval] Valid Acc. : 66.65% 	 (35252/52893)
[Eval] Test Acc. : 66.19% 	 (37678/56926)
LogitsTrain Time used: 9 	 Loss: 72.082
[Eval] Valid Acc. : 67.57% 	 (35739/52893)
[Eval] Test Acc. : 66.46% 	 (37835/56926)
LogitsTrain Time used: 10 	 Loss: 68.140
[Eval] Valid Acc. : 67.66% 	 (35788/52893)
[Eval] Test Acc. : 66.42% 	 (37810/56926)
LogitsTrain Time used: 9 	 Loss: 70.400
[Eval] Valid Acc. : 66.60% 	 (35227/52893)
[Eval] Test Acc. : 65.95% 	 (37545/56926)
LogitsTrain Time used: 9 	 Loss: 73.953
[Eval] Valid Acc. : 67.07% 	 (35473/52893)
[Eval] Test Acc. : 66.28% 	 (37728/56926)
LogitsTrain Time used: 9 	 Loss: 68.488
[Eval] Valid Acc. : 67.78% 	 (35850/52893)
[Eval] Test Acc. : 66.65% 	 (37944/56926)
LogitsTrain Time used: 9 	 Loss: 65.571
[Eval] Valid Acc. : 67.39% 	 (35642/52893)
[Eval] Test Acc. : 66.35% 	 (37772/56926)
LogitsTrain Time used: 9 	 Loss: 68.827
[Eval] Valid Acc. : 66.62% 	 (35237/52893)
[Eval] Test Acc. : 65.35% 	 (37201/56926)
LogitsTrain Time used: 9 	 Loss: 71.085
[Eval] Valid Acc. : 67.42% 	 (35661/52893)
[Eval] Test Acc. : 66.35% 	 (37769/56926)
LogitsTrain Time used: 10 	 Loss: 66.625
[Eval] Valid Acc. : 67.84% 	 (35885/52893)
[Eval] Test Acc. : 66.71% 	 (37976/56926)
LogitsTrain Time used: 10 	 Loss: 63.447
[Eval] Valid Acc. : 67.59% 	 (35749/52893)
[Eval] Test Acc. : 66.38% 	 (37790/56926)
LogitsTrain Time used: 10 	 Loss: 67.387
[Eval] Valid Acc. : 66.56% 	 (35208/52893)
[Eval] Test Acc. : 64.75% 	 (36859/56926)
LogitsTrain Time used: 9 	 Loss: 69.193
[Eval] Valid Acc. : 67.88% 	 (35905/52893)
[Eval] Test Acc. : 65.99% 	 (37565/56926)
LogitsTrain Time used: 9 	 Loss: 63.783
[Eval] Valid Acc. : 67.96% 	 (35948/52893)
[Eval] Test Acc. : 66.69% 	 (37964/56926)
LogitsTrain Time used: 9 	 Loss: 62.265
[Eval] Valid Acc. : 67.43% 	 (35664/52893)
[Eval] Test Acc. : 66.66% 	 (37945/56926)
LogitsTrain Time used: 10 	 Loss: 65.562
[Eval] Valid Acc. : 66.58% 	 (35216/52893)
[Eval] Test Acc. : 65.64% 	 (37369/56926)
LogitsTrain Time used: 10 	 Loss: 67.425
[Eval] Valid Acc. : 67.78% 	 (35850/52893)
[Eval] Test Acc. : 66.54% 	 (37878/56926)
LogitsTrain Time used: 9 	 Loss: 62.062
[Eval] Valid Acc. : 67.95% 	 (35939/52893)
[Eval] Test Acc. : 66.71% 	 (37974/56926)
LogitsTrain Time used: 9 	 Loss: 61.116
[Eval] Valid Acc. : 67.31% 	 (35604/52893)
[Eval] Test Acc. : 66.03% 	 (37590/56926)
LogitsTrain Time used: 9 	 Loss: 65.853
[Eval] Valid Acc. : 67.34% 	 (35620/52893)
[Eval] Test Acc. : 66.00% 	 (37570/56926)
LogitsTrain Time used: 10 	 Loss: 64.857
[Eval] Valid Acc. : 67.92% 	 (35927/52893)
[Eval] Test Acc. : 66.37% 	 (37780/56926)
LogitsTrain Time used: 9 	 Loss: 60.097
[Eval] Valid Acc. : 67.90% 	 (35914/52893)
[Eval] Test Acc. : 66.79% 	 (38019/56926)
LogitsTrain Time used: 9 	 Loss: 60.350
