========CONFIG===========
part_labeled =  0.3
temp =  10.0
========CONFIG===========
[Student] CyclicLR step size =  70
LogitsTrain Time used: 14 	 Loss: 2025.579
Using the default mapping tsv
[Eval] Valid Acc. : 30.58% 	 (16555/54138)
[Eval] Test Acc. : 28.87% 	 (16434/56926)
LogitsTrain Time used: 14 	 Loss: 1061.732
[Eval] Valid Acc. : 48.18% 	 (26083/54138)
[Eval] Test Acc. : 47.24% 	 (26889/56926)
LogitsTrain Time used: 14 	 Loss: 583.965
[Eval] Valid Acc. : 58.38% 	 (31608/54138)
[Eval] Test Acc. : 57.40% 	 (32677/56926)
LogitsTrain Time used: 14 	 Loss: 434.957
[Eval] Valid Acc. : 61.73% 	 (33417/54138)
[Eval] Test Acc. : 60.71% 	 (34558/56926)
LogitsTrain Time used: 14 	 Loss: 397.351
[Eval] Valid Acc. : 62.77% 	 (33983/54138)
[Eval] Test Acc. : 61.39% 	 (34946/56926)
LogitsTrain Time used: 14 	 Loss: 374.328
[Eval] Valid Acc. : 64.52% 	 (34931/54138)
[Eval] Test Acc. : 63.19% 	 (35972/56926)
LogitsTrain Time used: 14 	 Loss: 316.801
[Eval] Valid Acc. : 67.23% 	 (36397/54138)
[Eval] Test Acc. : 65.68% 	 (37390/56926)
LogitsTrain Time used: 14 	 Loss: 288.409
[Eval] Valid Acc. : 68.18% 	 (36913/54138)
[Eval] Test Acc. : 66.50% 	 (37855/56926)
LogitsTrain Time used: 14 	 Loss: 282.206
[Eval] Valid Acc. : 67.52% 	 (36555/54138)
[Eval] Test Acc. : 66.08% 	 (37615/56926)
LogitsTrain Time used: 14 	 Loss: 288.053
[Eval] Valid Acc. : 68.05% 	 (36843/54138)
[Eval] Test Acc. : 66.22% 	 (37696/56926)
LogitsTrain Time used: 14 	 Loss: 264.581
[Eval] Valid Acc. : 69.37% 	 (37556/54138)
[Eval] Test Acc. : 67.69% 	 (38536/56926)
LogitsTrain Time used: 14 	 Loss: 249.604
[Eval] Valid Acc. : 69.65% 	 (37705/54138)
[Eval] Test Acc. : 68.29% 	 (38875/56926)
LogitsTrain Time used: 14 	 Loss: 249.766
[Eval] Valid Acc. : 69.45% 	 (37600/54138)
