========CONFIG===========
part_labeled =  0.01
temp =  2.0
========CONFIG===========
[Student] CyclicLR step size =  70
LogitsTrain Time used: 14 	 Loss: 1102.745
Using the default mapping tsv
[Eval] Valid Acc. : 30.90% 	 (16730/54138)
[Eval] Test Acc. : 29.46% 	 (16769/56926)
LogitsTrain Time used: 14 	 Loss: 276.262
[Eval] Valid Acc. : 48.43% 	 (26217/54138)
[Eval] Test Acc. : 46.75% 	 (26611/56926)
LogitsTrain Time used: 14 	 Loss: 67.935
[Eval] Valid Acc. : 51.55% 	 (27907/54138)
[Eval] Test Acc. : 50.11% 	 (28528/56926)
LogitsTrain Time used: 14 	 Loss: 42.398
[Eval] Valid Acc. : 51.79% 	 (28037/54138)
[Eval] Test Acc. : 50.52% 	 (28761/56926)
LogitsTrain Time used: 14 	 Loss: 38.323
[Eval] Valid Acc. : 51.93% 	 (28113/54138)
[Eval] Test Acc. : 50.82% 	 (28929/56926)
LogitsTrain Time used: 14 	 Loss: 40.501
[Eval] Valid Acc. : 51.84% 	 (28066/54138)
[Eval] Test Acc. : 50.51% 	 (28753/56926)
LogitsTrain Time used: 14 	 Loss: 31.049
[Eval] Valid Acc. : 52.31% 	 (28322/54138)
[Eval] Test Acc. : 51.18% 	 (29135/56926)
LogitsTrain Time used: 14 	 Loss: 27.617
[Eval] Valid Acc. : 52.41% 	 (28373/54138)
[Eval] Test Acc. : 51.28% 	 (29190/56926)
LogitsTrain Time used: 14 	 Loss: 26.964
[Eval] Valid Acc. : 52.22% 	 (28269/54138)
[Eval] Test Acc. : 51.03% 	 (29048/56926)
LogitsTrain Time used: 14 	 Loss: 26.398
[Eval] Valid Acc. : 52.45% 	 (28397/54138)
[Eval] Test Acc. : 51.11% 	 (29093/56926)
LogitsTrain Time used: 14 	 Loss: 24.847
[Eval] Valid Acc. : 52.48% 	 (28413/54138)
[Eval] Test Acc. : 51.26% 	 (29183/56926)
LogitsTrain Time used: 14 	 Loss: 23.310
[Eval] Valid Acc. : 52.67% 	 (28515/54138)
[Eval] Test Acc. : 51.32% 	 (29212/56926)
LogitsTrain Time used: 14 	 Loss: 22.999
[Eval] Valid Acc. : 52.77% 	 (28569/54138)
[Eval] Test Acc. : 51.23% 	 (29166/56926)
LogitsTrain Time used: 14 	 Loss: 25.441
[Eval] Valid Acc. : 52.69% 	 (28524/54138)
[Eval] Test Acc. : 51.48% 	 (29307/56926)
LogitsTrain Time used: 14 	 Loss: 22.147
[Eval] Valid Acc. : 52.85% 	 (28613/54138)
[Eval] Test Acc. : 51.33% 	 (29220/56926)
LogitsTrain Time used: 14 	 Loss: 21.034
[Eval] Valid Acc. : 52.79% 	 (28579/54138)
[Eval] Test Acc. : 51.37% 	 (29243/56926)
LogitsTrain Time used: 14 	 Loss: 20.994
[Eval] Valid Acc. : 52.64% 	 (28500/54138)
[Eval] Test Acc. : 51.22% 	 (29155/56926)
LogitsTrain Time used: 14 	 Loss: 26.820
[Eval] Valid Acc. : 52.74% 	 (28555/54138)
[Eval] Test Acc. : 51.38% 	 (29247/56926)
LogitsTrain Time used: 14 	 Loss: 20.654
[Eval] Valid Acc. : 52.89% 	 (28631/54138)
[Eval] Test Acc. : 51.41% 	 (29268/56926)
LogitsTrain Time used: 14 	 Loss: 19.896
[Eval] Valid Acc. : 52.83% 	 (28599/54138)
[Eval] Test Acc. : 51.40% 	 (29262/56926)
LogitsTrain Time used: 14 	 Loss: 19.995
[Eval] Valid Acc. : 52.74% 	 (28552/54138)
[Eval] Test Acc. : 51.28% 	 (29191/56926)
LogitsTrain Time used: 14 	 Loss: 22.437
[Eval] Valid Acc. : 52.84% 	 (28609/54138)
[Eval] Test Acc. : 51.52% 	 (29330/56926)
LogitsTrain Time used: 14 	 Loss: 19.344
[Eval] Valid Acc. : 52.88% 	 (28627/54138)
[Eval] Test Acc. : 51.49% 	 (29309/56926)
LogitsTrain Time used: 14 	 Loss: 18.611
[Eval] Valid Acc. : 52.86% 	 (28617/54138)
[Eval] Test Acc. : 51.39% 	 (29254/56926)
LogitsTrain Time used: 14 	 Loss: 18.948
[Eval] Valid Acc. : 52.74% 	 (28555/54138)
[Eval] Test Acc. : 51.24% 	 (29171/56926)
LogitsTrain Time used: 14 	 Loss: 19.694
[Eval] Valid Acc. : 52.98% 	 (28681/54138)
[Eval] Test Acc. : 51.49% 	 (29309/56926)
LogitsTrain Time used: 14 	 Loss: 18.299
[Eval] Valid Acc. : 52.92% 	 (28649/54138)
[Eval] Test Acc. : 51.46% 	 (29294/56926)
LogitsTrain Time used: 14 	 Loss: 17.791
[Eval] Valid Acc. : 53.04% 	 (28716/54138)
[Eval] Test Acc. : 51.56% 	 (29353/56926)
LogitsTrain Time used: 14 	 Loss: 18.513
[Eval] Valid Acc. : 52.76% 	 (28563/54138)
[Eval] Test Acc. : 51.37% 	 (29242/56926)
LogitsTrain Time used: 14 	 Loss: 20.244
[Eval] Valid Acc. : 52.93% 	 (28657/54138)
[Eval] Test Acc. : 51.44% 	 (29281/56926)
LogitsTrain Time used: 14 	 Loss: 17.657
[Eval] Valid Acc. : 52.97% 	 (28675/54138)
[Eval] Test Acc. : 51.52% 	 (29328/56926)
LogitsTrain Time used: 14 	 Loss: 17.182
[Eval] Valid Acc. : 52.98% 	 (28681/54138)
[Eval] Test Acc. : 51.49% 	 (29309/56926)
LogitsTrain Time used: 14 	 Loss: 17.686
[Eval] Valid Acc. : 52.81% 	 (28588/54138)
[Eval] Test Acc. : 51.48% 	 (29306/56926)
LogitsTrain Time used: 14 	 Loss: 19.199
[Eval] Valid Acc. : 52.92% 	 (28652/54138)
[Eval] Test Acc. : 51.47% 	 (29302/56926)
LogitsTrain Time used: 14 	 Loss: 16.973
[Eval] Valid Acc. : 52.99% 	 (28690/54138)
[Eval] Test Acc. : 51.50% 	 (29315/56926)
LogitsTrain Time used: 14 	 Loss: 16.688
[Eval] Valid Acc. : 52.85% 	 (28610/54138)
[Eval] Test Acc. : 51.42% 	 (29273/56926)
LogitsTrain Time used: 14 	 Loss: 17.457
