========CONFIG===========
part_labeled =  0.01
temp =  1.0
========CONFIG===========
[Student] CyclicLR step size =  70
LogitsTrain Time used: 14 	 Loss: 560.202
Using the default mapping tsv
[Eval] Valid Acc. : 33.08% 	 (17909/54138)
[Eval] Test Acc. : 31.25% 	 (17791/56926)
LogitsTrain Time used: 14 	 Loss: 179.640
[Eval] Valid Acc. : 49.98% 	 (27060/54138)
[Eval] Test Acc. : 48.61% 	 (27671/56926)
LogitsTrain Time used: 14 	 Loss: 40.951
[Eval] Valid Acc. : 52.02% 	 (28162/54138)
[Eval] Test Acc. : 50.79% 	 (28915/56926)
LogitsTrain Time used: 14 	 Loss: 28.409
[Eval] Valid Acc. : 52.30% 	 (28313/54138)
[Eval] Test Acc. : 51.01% 	 (29038/56926)
LogitsTrain Time used: 14 	 Loss: 25.916
[Eval] Valid Acc. : 52.42% 	 (28381/54138)
[Eval] Test Acc. : 51.28% 	 (29190/56926)
LogitsTrain Time used: 14 	 Loss: 27.751
[Eval] Valid Acc. : 52.53% 	 (28439/54138)
[Eval] Test Acc. : 51.55% 	 (29346/56926)
LogitsTrain Time used: 14 	 Loss: 20.637
[Eval] Valid Acc. : 52.73% 	 (28548/54138)
[Eval] Test Acc. : 51.44% 	 (29284/56926)
LogitsTrain Time used: 14 	 Loss: 18.676
[Eval] Valid Acc. : 52.77% 	 (28571/54138)
[Eval] Test Acc. : 51.44% 	 (29283/56926)
LogitsTrain Time used: 14 	 Loss: 18.213
[Eval] Valid Acc. : 52.97% 	 (28679/54138)
[Eval] Test Acc. : 51.73% 	 (29450/56926)
LogitsTrain Time used: 14 	 Loss: 20.587
[Eval] Valid Acc. : 52.96% 	 (28674/54138)
[Eval] Test Acc. : 51.55% 	 (29346/56926)
LogitsTrain Time used: 14 	 Loss: 17.182
[Eval] Valid Acc. : 52.97% 	 (28676/54138)
[Eval] Test Acc. : 51.67% 	 (29412/56926)
LogitsTrain Time used: 14 	 Loss: 15.955
[Eval] Valid Acc. : 52.86% 	 (28618/54138)
[Eval] Test Acc. : 51.61% 	 (29381/56926)
LogitsTrain Time used: 14 	 Loss: 15.863
[Eval] Valid Acc. : 52.79% 	 (28581/54138)
[Eval] Test Acc. : 51.45% 	 (29288/56926)
LogitsTrain Time used: 14 	 Loss: 16.336
[Eval] Valid Acc. : 52.60% 	 (28479/54138)
[Eval] Test Acc. : 51.50% 	 (29317/56926)
LogitsTrain Time used: 14 	 Loss: 15.139
[Eval] Valid Acc. : 52.83% 	 (28603/54138)
[Eval] Test Acc. : 51.59% 	 (29369/56926)
LogitsTrain Time used: 14 	 Loss: 14.281
[Eval] Valid Acc. : 52.80% 	 (28584/54138)
[Eval] Test Acc. : 51.58% 	 (29364/56926)
LogitsTrain Time used: 14 	 Loss: 14.265
[Eval] Valid Acc. : 52.72% 	 (28544/54138)
[Eval] Test Acc. : 51.62% 	 (29387/56926)
LogitsTrain Time used: 14 	 Loss: 15.765
[Eval] Valid Acc. : 52.74% 	 (28553/54138)
[Eval] Test Acc. : 51.55% 	 (29344/56926)
LogitsTrain Time used: 14 	 Loss: 14.088
[Eval] Valid Acc. : 52.93% 	 (28655/54138)
[Eval] Test Acc. : 51.74% 	 (29451/56926)
LogitsTrain Time used: 14 	 Loss: 13.449
[Eval] Valid Acc. : 52.79% 	 (28581/54138)
[Eval] Test Acc. : 51.68% 	 (29417/56926)
LogitsTrain Time used: 14 	 Loss: 13.501
[Eval] Valid Acc. : 52.78% 	 (28575/54138)
[Eval] Test Acc. : 51.64% 	 (29398/56926)
LogitsTrain Time used: 14 	 Loss: 13.961
[Eval] Valid Acc. : 52.98% 	 (28682/54138)
[Eval] Test Acc. : 51.68% 	 (29419/56926)
LogitsTrain Time used: 14 	 Loss: 13.083
[Eval] Valid Acc. : 52.97% 	 (28677/54138)
[Eval] Test Acc. : 51.80% 	 (29490/56926)
LogitsTrain Time used: 14 	 Loss: 12.648
[Eval] Valid Acc. : 52.78% 	 (28574/54138)
[Eval] Test Acc. : 51.55% 	 (29343/56926)
LogitsTrain Time used: 14 	 Loss: 12.940
[Eval] Valid Acc. : 52.97% 	 (28677/54138)
[Eval] Test Acc. : 51.55% 	 (29347/56926)
LogitsTrain Time used: 14 	 Loss: 14.769
[Eval] Valid Acc. : 52.85% 	 (28611/54138)
[Eval] Test Acc. : 51.72% 	 (29441/56926)
LogitsTrain Time used: 14 	 Loss: 12.682
[Eval] Valid Acc. : 52.85% 	 (28610/54138)
[Eval] Test Acc. : 51.65% 	 (29401/56926)
LogitsTrain Time used: 14 	 Loss: 12.278
[Eval] Valid Acc. : 52.84% 	 (28607/54138)
[Eval] Test Acc. : 51.61% 	 (29380/56926)
LogitsTrain Time used: 14 	 Loss: 12.642
[Eval] Valid Acc. : 52.96% 	 (28673/54138)
[Eval] Test Acc. : 51.88% 	 (29534/56926)
LogitsTrain Time used: 14 	 Loss: 13.481
[Eval] Valid Acc. : 52.90% 	 (28639/54138)
[Eval] Test Acc. : 51.74% 	 (29454/56926)
LogitsTrain Time used: 14 	 Loss: 12.137
[Eval] Valid Acc. : 52.96% 	 (28671/54138)
[Eval] Test Acc. : 51.75% 	 (29461/56926)
LogitsTrain Time used: 14 	 Loss: 11.776
[Eval] Valid Acc. : 52.89% 	 (28633/54138)
[Eval] Test Acc. : 51.58% 	 (29364/56926)
LogitsTrain Time used: 14 	 Loss: 12.373
[Eval] Valid Acc. : 52.90% 	 (28639/54138)
[Eval] Test Acc. : 51.75% 	 (29458/56926)
LogitsTrain Time used: 14 	 Loss: 12.692
[Eval] Valid Acc. : 52.91% 	 (28645/54138)
[Eval] Test Acc. : 51.70% 	 (29432/56926)
LogitsTrain Time used: 14 	 Loss: 11.726
[Eval] Valid Acc. : 52.98% 	 (28682/54138)
[Eval] Test Acc. : 51.76% 	 (29467/56926)
LogitsTrain Time used: 14 	 Loss: 11.340
[Eval] Valid Acc. : 52.82% 	 (28593/54138)
[Eval] Test Acc. : 51.60% 	 (29376/56926)
LogitsTrain Time used: 14 	 Loss: 12.216
[Eval] Valid Acc. : 52.76% 	 (28563/54138)
[Eval] Test Acc. : 51.50% 	 (29318/56926)
LogitsTrain Time used: 14 	 Loss: 12.370
[Eval] Valid Acc. : 52.93% 	 (28657/54138)
[Eval] Test Acc. : 51.62% 	 (29383/56926)
LogitsTrain Time used: 14 	 Loss: 11.326
[Eval] Valid Acc. : 52.96% 	 (28674/54138)
[Eval] Test Acc. : 51.79% 	 (29481/56926)
LogitsTrain Time used: 14 	 Loss: 11.157
[Eval] Valid Acc. : 53.04% 	 (28717/54138)
[Eval] Test Acc. : 51.69% 	 (29426/56926)
LogitsTrain Time used: 14 	 Loss: 12.007
[Eval] Valid Acc. : 53.15% 	 (28776/54138)
[Eval] Test Acc. : 51.84% 	 (29512/56926)
LogitsTrain Time used: 14 	 Loss: 11.759
[Eval] Valid Acc. : 52.94% 	 (28660/54138)
[Eval] Test Acc. : 51.55% 	 (29348/56926)
LogitsTrain Time used: 14 	 Loss: 11.007
[Eval] Valid Acc. : 53.02% 	 (28705/54138)
[Eval] Test Acc. : 51.73% 	 (29446/56926)
LogitsTrain Time used: 13 	 Loss: 10.923
[Eval] Valid Acc. : 53.04% 	 (28713/54138)
[Eval] Test Acc. : 51.73% 	 (29445/56926)
LogitsTrain Time used: 14 	 Loss: 11.858
[Eval] Valid Acc. : 52.76% 	 (28564/54138)
[Eval] Test Acc. : 51.63% 	 (29390/56926)
LogitsTrain Time used: 14 	 Loss: 11.826
[Eval] Valid Acc. : 52.95% 	 (28668/54138)
[Eval] Test Acc. : 51.62% 	 (29386/56926)
LogitsTrain Time used: 14 	 Loss: 10.658
[Eval] Valid Acc. : 53.07% 	 (28733/54138)
[Eval] Test Acc. : 51.72% 	 (29440/56926)
LogitsTrain Time used: 14 	 Loss: 10.683
[Eval] Valid Acc. : 53.07% 	 (28730/54138)
[Eval] Test Acc. : 51.68% 	 (29421/56926)
LogitsTrain Time used: 14 	 Loss: 11.553
[Eval] Valid Acc. : 52.71% 	 (28537/54138)
[Eval] Test Acc. : 51.36% 	 (29238/56926)
LogitsTrain Time used: 14 	 Loss: 11.172
[Eval] Valid Acc. : 52.94% 	 (28660/54138)
[Eval] Test Acc. : 51.74% 	 (29455/56926)
Finish training student!
[Result][Student] Best epoch : 40 	Valid. Acc. : 53.1531% 	 Test Acc.: 51.8427%
