========CONFIG===========
part_labeled =  0.3
temp =  4.0
========CONFIG===========
[Student] CyclicLR step size =  70
LogitsTrain Time used: 14 	 Loss: 2635.245
Using the default mapping tsv
[Eval] Valid Acc. : 34.01% 	 (18413/54138)
[Eval] Test Acc. : 32.63% 	 (18573/56926)
LogitsTrain Time used: 14 	 Loss: 1226.689
[Eval] Valid Acc. : 49.94% 	 (27034/54138)
[Eval] Test Acc. : 49.14% 	 (27974/56926)
LogitsTrain Time used: 14 	 Loss: 675.498
[Eval] Valid Acc. : 61.31% 	 (33190/54138)
[Eval] Test Acc. : 60.34% 	 (34351/56926)
LogitsTrain Time used: 14 	 Loss: 490.297
[Eval] Valid Acc. : 64.13% 	 (34716/54138)
[Eval] Test Acc. : 63.14% 	 (35944/56926)
LogitsTrain Time used: 14 	 Loss: 443.732
[Eval] Valid Acc. : 65.01% 	 (35196/54138)
[Eval] Test Acc. : 63.37% 	 (36073/56926)
LogitsTrain Time used: 14 	 Loss: 426.163
[Eval] Valid Acc. : 63.54% 	 (34399/54138)
[Eval] Test Acc. : 62.99% 	 (35859/56926)
LogitsTrain Time used: 14 	 Loss: 360.928
[Eval] Valid Acc. : 68.30% 	 (36974/54138)
[Eval] Test Acc. : 66.91% 	 (38088/56926)
LogitsTrain Time used: 14 	 Loss: 324.672
[Eval] Valid Acc. : 69.18% 	 (37455/54138)
[Eval] Test Acc. : 67.94% 	 (38675/56926)
LogitsTrain Time used: 14 	 Loss: 318.656
[Eval] Valid Acc. : 68.41% 	 (37038/54138)
[Eval] Test Acc. : 66.90% 	 (38081/56926)
LogitsTrain Time used: 14 	 Loss: 329.711
[Eval] Valid Acc. : 68.02% 	 (36822/54138)
[Eval] Test Acc. : 66.18% 	 (37673/56926)
LogitsTrain Time used: 14 	 Loss: 303.104
[Eval] Valid Acc. : 70.25% 	 (38031/54138)
[Eval] Test Acc. : 68.76% 	 (39145/56926)
LogitsTrain Time used: 14 	 Loss: 280.164
[Eval] Valid Acc. : 70.55% 	 (38193/54138)
[Eval] Test Acc. : 69.09% 	 (39330/56926)
LogitsTrain Time used: 14 	 Loss: 278.757
[Eval] Valid Acc. : 69.97% 	 (37879/54138)
[Eval] Test Acc. : 67.84% 	 (38616/56926)
LogitsTrain Time used: 13 	 Loss: 297.797
[Eval] Valid Acc. : 70.06% 	 (37930/54138)
[Eval] Test Acc. : 68.43% 	 (38952/56926)
LogitsTrain Time used: 14 	 Loss: 274.824
[Eval] Valid Acc. : 71.13% 	 (38509/54138)
[Eval] Test Acc. : 69.49% 	 (39556/56926)
LogitsTrain Time used: 14 	 Loss: 257.048
[Eval] Valid Acc. : 71.47% 	 (38691/54138)
[Eval] Test Acc. : 69.56% 	 (39596/56926)
LogitsTrain Time used: 14 	 Loss: 262.079
[Eval] Valid Acc. : 69.69% 	 (37727/54138)
[Eval] Test Acc. : 67.30% 	 (38314/56926)
LogitsTrain Time used: 14 	 Loss: 281.049
[Eval] Valid Acc. : 70.79% 	 (38323/54138)
[Eval] Test Acc. : 69.25% 	 (39420/56926)
LogitsTrain Time used: 14 	 Loss: 257.277
[Eval] Valid Acc. : 71.56% 	 (38742/54138)
[Eval] Test Acc. : 69.85% 	 (39764/56926)
LogitsTrain Time used: 14 	 Loss: 244.044
[Eval] Valid Acc. : 71.78% 	 (38862/54138)
[Eval] Test Acc. : 69.83% 	 (39753/56926)
LogitsTrain Time used: 14 	 Loss: 247.515
[Eval] Valid Acc. : 70.87% 	 (38368/54138)
[Eval] Test Acc. : 69.05% 	 (39306/56926)
LogitsTrain Time used: 14 	 Loss: 264.342
