========CONFIG===========
part_labeled =  0.05
temp =  100.0
========CONFIG===========
[Student] CyclicLR step size =  70
LogitsTrain Time used: 4 	 Loss: 1057.421
Using the default mapping tsv
[Eval] Valid Acc. : 29.48% 	 (15962/54138)
[Eval] Test Acc. : 27.69% 	 (15763/56926)
LogitsTrain Time used: 4 	 Loss: 381.662
[Eval] Valid Acc. : 46.60% 	 (25231/54138)
[Eval] Test Acc. : 45.26% 	 (25765/56926)
LogitsTrain Time used: 4 	 Loss: 128.554
[Eval] Valid Acc. : 56.27% 	 (30466/54138)
[Eval] Test Acc. : 54.53% 	 (31044/56926)
LogitsTrain Time used: 4 	 Loss: 81.242
[Eval] Valid Acc. : 57.77% 	 (31278/54138)
[Eval] Test Acc. : 56.55% 	 (32191/56926)
LogitsTrain Time used: 4 	 Loss: 72.337
[Eval] Valid Acc. : 58.81% 	 (31841/54138)
[Eval] Test Acc. : 57.33% 	 (32634/56926)
LogitsTrain Time used: 4 	 Loss: 68.963
[Eval] Valid Acc. : 59.54% 	 (32232/54138)
[Eval] Test Acc. : 57.89% 	 (32954/56926)
LogitsTrain Time used: 4 	 Loss: 57.682
[Eval] Valid Acc. : 60.48% 	 (32745/54138)
[Eval] Test Acc. : 58.72% 	 (33427/56926)
LogitsTrain Time used: 4 	 Loss: 50.404
[Eval] Valid Acc. : 60.82% 	 (32929/54138)
[Eval] Test Acc. : 59.11% 	 (33648/56926)
LogitsTrain Time used: 4 	 Loss: 48.832
[Eval] Valid Acc. : 61.08% 	 (33068/54138)
[Eval] Test Acc. : 59.11% 	 (33649/56926)
LogitsTrain Time used: 4 	 Loss: 49.381
[Eval] Valid Acc. : 60.63% 	 (32824/54138)
[Eval] Test Acc. : 58.75% 	 (33444/56926)
LogitsTrain Time used: 4 	 Loss: 45.841
[Eval] Valid Acc. : 61.43% 	 (33256/54138)
[Eval] Test Acc. : 59.58% 	 (33914/56926)
LogitsTrain Time used: 4 	 Loss: 42.427
[Eval] Valid Acc. : 61.60% 	 (33350/54138)
[Eval] Test Acc. : 59.91% 	 (34106/56926)
LogitsTrain Time used: 4 	 Loss: 41.934
[Eval] Valid Acc. : 61.61% 	 (33355/54138)
[Eval] Test Acc. : 59.72% 	 (33994/56926)
LogitsTrain Time used: 4 	 Loss: 44.119
[Eval] Valid Acc. : 61.65% 	 (33374/54138)
[Eval] Test Acc. : 59.83% 	 (34060/56926)
LogitsTrain Time used: 4 	 Loss: 40.190
[Eval] Valid Acc. : 61.93% 	 (33527/54138)
[Eval] Test Acc. : 59.96% 	 (34134/56926)
LogitsTrain Time used: 4 	 Loss: 38.334
[Eval] Valid Acc. : 62.02% 	 (33574/54138)
[Eval] Test Acc. : 60.18% 	 (34256/56926)
LogitsTrain Time used: 4 	 Loss: 38.484
[Eval] Valid Acc. : 61.66% 	 (33379/54138)
[Eval] Test Acc. : 59.93% 	 (34115/56926)
LogitsTrain Time used: 4 	 Loss: 41.103
[Eval] Valid Acc. : 62.15% 	 (33646/54138)
[Eval] Test Acc. : 60.33% 	 (34342/56926)
LogitsTrain Time used: 4 	 Loss: 37.324
[Eval] Valid Acc. : 62.12% 	 (33631/54138)
[Eval] Test Acc. : 60.24% 	 (34291/56926)
LogitsTrain Time used: 4 	 Loss: 35.837
[Eval] Valid Acc. : 62.15% 	 (33648/54138)
[Eval] Test Acc. : 60.27% 	 (34307/56926)
LogitsTrain Time used: 4 	 Loss: 36.369
[Eval] Valid Acc. : 61.83% 	 (33474/54138)
[Eval] Test Acc. : 60.11% 	 (34217/56926)
LogitsTrain Time used: 4 	 Loss: 38.880
[Eval] Valid Acc. : 61.99% 	 (33559/54138)
[Eval] Test Acc. : 60.26% 	 (34306/56926)
LogitsTrain Time used: 4 	 Loss: 35.348
[Eval] Valid Acc. : 62.29% 	 (33721/54138)
[Eval] Test Acc. : 60.41% 	 (34388/56926)
LogitsTrain Time used: 4 	 Loss: 34.154
[Eval] Valid Acc. : 62.24% 	 (33693/54138)
[Eval] Test Acc. : 60.33% 	 (34345/56926)
LogitsTrain Time used: 4 	 Loss: 34.765
[Eval] Valid Acc. : 62.04% 	 (33586/54138)
[Eval] Test Acc. : 60.36% 	 (34363/56926)
LogitsTrain Time used: 4 	 Loss: 36.786
[Eval] Valid Acc. : 62.12% 	 (33633/54138)
[Eval] Test Acc. : 60.43% 	 (34399/56926)
LogitsTrain Time used: 4 	 Loss: 33.759
[Eval] Valid Acc. : 62.40% 	 (33784/54138)
[Eval] Test Acc. : 60.53% 	 (34459/56926)
LogitsTrain Time used: 4 	 Loss: 32.725
[Eval] Valid Acc. : 62.34% 	 (33749/54138)
[Eval] Test Acc. : 60.43% 	 (34399/56926)
LogitsTrain Time used: 4 	 Loss: 33.836
[Eval] Valid Acc. : 62.12% 	 (33632/54138)
[Eval] Test Acc. : 60.24% 	 (34290/56926)
LogitsTrain Time used: 4 	 Loss: 36.078
[Eval] Valid Acc. : 62.30% 	 (33730/54138)
[Eval] Test Acc. : 60.50% 	 (34438/56926)
LogitsTrain Time used: 4 	 Loss: 32.441
[Eval] Valid Acc. : 62.43% 	 (33799/54138)
