========CONFIG===========
part_labeled =  0.5
temp =  500.0
========CONFIG===========
[Student] CyclicLR step size =  70
LogitsTrain Time used: 4 	 Loss: 1485.155
Using the default mapping tsv
[Eval] Valid Acc. : 30.68% 	 (16612/54138)
[Eval] Test Acc. : 28.96% 	 (16484/56926)
LogitsTrain Time used: 3 	 Loss: 797.590
[Eval] Valid Acc. : 43.57% 	 (23587/54138)
[Eval] Test Acc. : 41.82% 	 (23804/56926)
LogitsTrain Time used: 4 	 Loss: 447.983
[Eval] Valid Acc. : 56.09% 	 (30367/54138)
[Eval] Test Acc. : 55.24% 	 (31445/56926)
LogitsTrain Time used: 4 	 Loss: 325.887
[Eval] Valid Acc. : 60.77% 	 (32897/54138)
[Eval] Test Acc. : 59.50% 	 (33869/56926)
LogitsTrain Time used: 4 	 Loss: 291.461
[Eval] Valid Acc. : 60.81% 	 (32923/54138)
[Eval] Test Acc. : 60.17% 	 (34250/56926)
LogitsTrain Time used: 4 	 Loss: 270.375
[Eval] Valid Acc. : 64.07% 	 (34686/54138)
[Eval] Test Acc. : 62.61% 	 (35640/56926)
LogitsTrain Time used: 4 	 Loss: 229.741
[Eval] Valid Acc. : 67.12% 	 (36339/54138)
[Eval] Test Acc. : 65.66% 	 (37378/56926)
LogitsTrain Time used: 4 	 Loss: 205.724
[Eval] Valid Acc. : 67.94% 	 (36783/54138)
[Eval] Test Acc. : 66.57% 	 (37894/56926)
LogitsTrain Time used: 4 	 Loss: 198.869
[Eval] Valid Acc. : 67.30% 	 (36436/54138)
[Eval] Test Acc. : 66.20% 	 (37683/56926)
LogitsTrain Time used: 4 	 Loss: 206.641
[Eval] Valid Acc. : 66.43% 	 (35962/54138)
[Eval] Test Acc. : 65.37% 	 (37215/56926)
LogitsTrain Time used: 4 	 Loss: 190.816
[Eval] Valid Acc. : 69.71% 	 (37738/54138)
[Eval] Test Acc. : 68.11% 	 (38771/56926)
LogitsTrain Time used: 4 	 Loss: 174.838
[Eval] Valid Acc. : 70.08% 	 (37941/54138)
[Eval] Test Acc. : 68.51% 	 (39000/56926)
LogitsTrain Time used: 4 	 Loss: 172.706
[Eval] Valid Acc. : 69.42% 	 (37581/54138)
[Eval] Test Acc. : 68.14% 	 (38789/56926)
LogitsTrain Time used: 4 	 Loss: 177.468
[Eval] Valid Acc. : 69.43% 	 (37589/54138)
[Eval] Test Acc. : 68.18% 	 (38811/56926)
LogitsTrain Time used: 4 	 Loss: 167.288
[Eval] Valid Acc. : 70.92% 	 (38394/54138)
[Eval] Test Acc. : 69.10% 	 (39334/56926)
LogitsTrain Time used: 4 	 Loss: 158.942
[Eval] Valid Acc. : 71.07% 	 (38474/54138)
[Eval] Test Acc. : 69.31% 	 (39455/56926)
LogitsTrain Time used: 4 	 Loss: 159.741
[Eval] Valid Acc. : 69.90% 	 (37842/54138)
[Eval] Test Acc. : 68.79% 	 (39158/56926)
LogitsTrain Time used: 4 	 Loss: 164.784
[Eval] Valid Acc. : 70.49% 	 (38162/54138)
[Eval] Test Acc. : 69.24% 	 (39416/56926)
LogitsTrain Time used: 4 	 Loss: 155.251
[Eval] Valid Acc. : 71.70% 	 (38815/54138)
[Eval] Test Acc. : 69.80% 	 (39736/56926)
LogitsTrain Time used: 4 	 Loss: 149.207
[Eval] Valid Acc. : 71.74% 	 (38837/54138)
[Eval] Test Acc. : 69.64% 	 (39645/56926)
LogitsTrain Time used: 4 	 Loss: 151.820
[Eval] Valid Acc. : 70.60% 	 (38221/54138)
[Eval] Test Acc. : 69.41% 	 (39511/56926)
LogitsTrain Time used: 3 	 Loss: 158.044
[Eval] Valid Acc. : 71.02% 	 (38448/54138)
[Eval] Test Acc. : 69.67% 	 (39658/56926)
LogitsTrain Time used: 3 	 Loss: 147.752
[Eval] Valid Acc. : 72.22% 	 (39097/54138)
[Eval] Test Acc. : 70.17% 	 (39947/56926)
LogitsTrain Time used: 4 	 Loss: 142.821
[Eval] Valid Acc. : 72.19% 	 (39082/54138)
[Eval] Test Acc. : 70.09% 	 (39900/56926)
LogitsTrain Time used: 4 	 Loss: 146.050
[Eval] Valid Acc. : 71.29% 	 (38594/54138)
[Eval] Test Acc. : 69.94% 	 (39812/56926)
LogitsTrain Time used: 4 	 Loss: 152.462
[Eval] Valid Acc. : 71.59% 	 (38756/54138)
[Eval] Test Acc. : 69.98% 	 (39839/56926)
LogitsTrain Time used: 4 	 Loss: 142.253
[Eval] Valid Acc. : 72.49% 	 (39247/54138)
[Eval] Test Acc. : 70.49% 	 (40126/56926)
LogitsTrain Time used: 4 	 Loss: 138.317
[Eval] Valid Acc. : 72.58% 	 (39292/54138)
[Eval] Test Acc. : 70.36% 	 (40051/56926)
LogitsTrain Time used: 4 	 Loss: 142.004
[Eval] Valid Acc. : 71.07% 	 (38478/54138)
[Eval] Test Acc. : 69.68% 	 (39667/56926)
LogitsTrain Time used: 4 	 Loss: 149.132
[Eval] Valid Acc. : 72.12% 	 (39043/54138)
[Eval] Test Acc. : 70.22% 	 (39971/56926)
LogitsTrain Time used: 4 	 Loss: 138.595
[Eval] Valid Acc. : 72.73% 	 (39374/54138)
[Eval] Test Acc. : 70.67% 	 (40231/56926)
LogitsTrain Time used: 3 	 Loss: 134.813
[Eval] Valid Acc. : 72.80% 	 (39413/54138)
[Eval] Test Acc. : 70.48% 	 (40119/56926)
LogitsTrain Time used: 3 	 Loss: 139.158
[Eval] Valid Acc. : 70.93% 	 (38400/54138)
[Eval] Test Acc. : 69.22% 	 (39402/56926)
LogitsTrain Time used: 4 	 Loss: 144.017
[Eval] Valid Acc. : 72.58% 	 (39291/54138)
[Eval] Test Acc. : 70.33% 	 (40034/56926)
LogitsTrain Time used: 4 	 Loss: 134.721
[Eval] Valid Acc. : 73.03% 	 (39539/54138)
[Eval] Test Acc. : 70.91% 	 (40369/56926)
LogitsTrain Time used: 4 	 Loss: 131.759
[Eval] Valid Acc. : 72.87% 	 (39451/54138)
[Eval] Test Acc. : 70.72% 	 (40258/56926)
LogitsTrain Time used: 4 	 Loss: 137.078
[Eval] Valid Acc. : 70.25% 	 (38030/54138)
[Eval] Test Acc. : 68.51% 	 (38998/56926)
LogitsTrain Time used: 4 	 Loss: 142.973
[Eval] Valid Acc. : 72.87% 	 (39453/54138)
[Eval] Test Acc. : 70.55% 	 (40160/56926)
LogitsTrain Time used: 4 	 Loss: 131.556
[Eval] Valid Acc. : 73.20% 	 (39631/54138)
[Eval] Test Acc. : 71.01% 	 (40424/56926)
LogitsTrain Time used: 4 	 Loss: 129.732
[Eval] Valid Acc. : 72.90% 	 (39468/54138)
[Eval] Test Acc. : 70.85% 	 (40330/56926)
LogitsTrain Time used: 4 	 Loss: 134.759
[Eval] Valid Acc. : 72.71% 	 (39366/54138)
[Eval] Test Acc. : 70.88% 	 (40351/56926)
LogitsTrain Time used: 4 	 Loss: 131.777
[Eval] Valid Acc. : 73.18% 	 (39616/54138)
[Eval] Test Acc. : 70.71% 	 (40254/56926)
LogitsTrain Time used: 4 	 Loss: 128.037
[Eval] Valid Acc. : 73.30% 	 (39684/54138)
[Eval] Test Acc. : 71.16% 	 (40508/56926)
LogitsTrain Time used: 4 	 Loss: 127.347
[Eval] Valid Acc. : 72.81% 	 (39416/54138)
[Eval] Test Acc. : 70.95% 	 (40388/56926)
LogitsTrain Time used: 4 	 Loss: 134.056
[Eval] Valid Acc. : 72.85% 	 (39438/54138)
[Eval] Test Acc. : 70.60% 	 (40188/56926)
LogitsTrain Time used: 4 	 Loss: 130.585
[Eval] Valid Acc. : 73.25% 	 (39655/54138)
[Eval] Test Acc. : 70.91% 	 (40368/56926)
LogitsTrain Time used: 4 	 Loss: 125.590
[Eval] Valid Acc. : 73.44% 	 (39761/54138)
[Eval] Test Acc. : 71.19% 	 (40523/56926)
LogitsTrain Time used: 3 	 Loss: 125.991
[Eval] Valid Acc. : 72.81% 	 (39418/54138)
[Eval] Test Acc. : 70.97% 	 (40400/56926)
LogitsTrain Time used: 3 	 Loss: 131.204
[Eval] Valid Acc. : 73.01% 	 (39528/54138)
[Eval] Test Acc. : 71.04% 	 (40440/56926)
LogitsTrain Time used: 4 	 Loss: 127.712
[Eval] Valid Acc. : 73.49% 	 (39784/54138)
[Eval] Test Acc. : 71.14% 	 (40499/56926)
Finish training student!
[Result][Student] Best epoch : 49 	Valid. Acc. : 73.4863% 	 Test Acc.: 71.1432%
