========CONFIG===========
part_labeled =  0.1
temp =  1.0
========CONFIG===========
[Student] CyclicLR step size =  70
LogitsTrain Time used: 15 	 Loss: 834.228
Using the default mapping tsv
[Eval] Valid Acc. : 31.99% 	 (17318/54138)
[Eval] Test Acc. : 30.08% 	 (17124/56926)
LogitsTrain Time used: 15 	 Loss: 434.951
[Eval] Valid Acc. : 49.50% 	 (26798/54138)
[Eval] Test Acc. : 49.72% 	 (28305/56926)
LogitsTrain Time used: 15 	 Loss: 239.819
[Eval] Valid Acc. : 60.02% 	 (32493/54138)
[Eval] Test Acc. : 59.14% 	 (33668/56926)
LogitsTrain Time used: 15 	 Loss: 175.269
[Eval] Valid Acc. : 63.88% 	 (34584/54138)
[Eval] Test Acc. : 62.82% 	 (35762/56926)
LogitsTrain Time used: 15 	 Loss: 157.543
[Eval] Valid Acc. : 63.08% 	 (34151/54138)
[Eval] Test Acc. : 62.24% 	 (35433/56926)
LogitsTrain Time used: 15 	 Loss: 154.304
[Eval] Valid Acc. : 64.42% 	 (34878/54138)
[Eval] Test Acc. : 63.06% 	 (35896/56926)
LogitsTrain Time used: 15 	 Loss: 132.277
[Eval] Valid Acc. : 66.37% 	 (35930/54138)
[Eval] Test Acc. : 64.77% 	 (36871/56926)
LogitsTrain Time used: 15 	 Loss: 115.552
[Eval] Valid Acc. : 67.44% 	 (36513/54138)
[Eval] Test Acc. : 65.49% 	 (37280/56926)
LogitsTrain Time used: 15 	 Loss: 112.822
[Eval] Valid Acc. : 67.06% 	 (36303/54138)
[Eval] Test Acc. : 65.25% 	 (37147/56926)
LogitsTrain Time used: 15 	 Loss: 117.705
[Eval] Valid Acc. : 66.59% 	 (36048/54138)
[Eval] Test Acc. : 65.56% 	 (37319/56926)
LogitsTrain Time used: 15 	 Loss: 108.901
[Eval] Valid Acc. : 67.88% 	 (36751/54138)
[Eval] Test Acc. : 65.86% 	 (37490/56926)
LogitsTrain Time used: 15 	 Loss: 98.890
[Eval] Valid Acc. : 68.55% 	 (37109/54138)
[Eval] Test Acc. : 66.67% 	 (37951/56926)
LogitsTrain Time used: 15 	 Loss: 99.056
[Eval] Valid Acc. : 67.40% 	 (36489/54138)
[Eval] Test Acc. : 65.83% 	 (37477/56926)
LogitsTrain Time used: 15 	 Loss: 102.593
[Eval] Valid Acc. : 67.51% 	 (36551/54138)
[Eval] Test Acc. : 66.04% 	 (37596/56926)
LogitsTrain Time used: 15 	 Loss: 97.274
[Eval] Valid Acc. : 68.38% 	 (37018/54138)
[Eval] Test Acc. : 66.76% 	 (38004/56926)
LogitsTrain Time used: 15 	 Loss: 89.760
[Eval] Valid Acc. : 68.58% 	 (37130/54138)
[Eval] Test Acc. : 67.07% 	 (38178/56926)
LogitsTrain Time used: 15 	 Loss: 91.356
[Eval] Valid Acc. : 67.92% 	 (36772/54138)
[Eval] Test Acc. : 66.52% 	 (37870/56926)
LogitsTrain Time used: 15 	 Loss: 93.494
[Eval] Valid Acc. : 67.99% 	 (36808/54138)
[Eval] Test Acc. : 66.38% 	 (37785/56926)
LogitsTrain Time used: 14 	 Loss: 90.081
[Eval] Valid Acc. : 68.60% 	 (37141/54138)
[Eval] Test Acc. : 67.07% 	 (38179/56926)
LogitsTrain Time used: 15 	 Loss: 83.738
[Eval] Valid Acc. : 68.50% 	 (37087/54138)
[Eval] Test Acc. : 66.96% 	 (38118/56926)
LogitsTrain Time used: 15 	 Loss: 86.374
[Eval] Valid Acc. : 68.17% 	 (36905/54138)
[Eval] Test Acc. : 66.72% 	 (37979/56926)
LogitsTrain Time used: 15 	 Loss: 88.005
[Eval] Valid Acc. : 67.79% 	 (36702/54138)
[Eval] Test Acc. : 66.15% 	 (37655/56926)
LogitsTrain Time used: 15 	 Loss: 85.044
[Eval] Valid Acc. : 68.70% 	 (37195/54138)
[Eval] Test Acc. : 67.25% 	 (38284/56926)
LogitsTrain Time used: 15 	 Loss: 79.572
[Eval] Valid Acc. : 68.66% 	 (37170/54138)
[Eval] Test Acc. : 67.12% 	 (38207/56926)
LogitsTrain Time used: 15 	 Loss: 82.203
[Eval] Valid Acc. : 68.25% 	 (36947/54138)
[Eval] Test Acc. : 66.76% 	 (38006/56926)
LogitsTrain Time used: 15 	 Loss: 83.630
[Eval] Valid Acc. : 67.87% 	 (36742/54138)
[Eval] Test Acc. : 66.35% 	 (37772/56926)
LogitsTrain Time used: 15 	 Loss: 80.337
[Eval] Valid Acc. : 68.82% 	 (37260/54138)
[Eval] Test Acc. : 67.33% 	 (38329/56926)
LogitsTrain Time used: 15 	 Loss: 75.938
[Eval] Valid Acc. : 68.76% 	 (37225/54138)
[Eval] Test Acc. : 67.19% 	 (38251/56926)
LogitsTrain Time used: 15 	 Loss: 79.262
[Eval] Valid Acc. : 68.30% 	 (36975/54138)
[Eval] Test Acc. : 66.92% 	 (38094/56926)
LogitsTrain Time used: 15 	 Loss: 80.004
[Eval] Valid Acc. : 67.98% 	 (36802/54138)
[Eval] Test Acc. : 66.38% 	 (37790/56926)
LogitsTrain Time used: 15 	 Loss: 76.368
[Eval] Valid Acc. : 68.92% 	 (37312/54138)
[Eval] Test Acc. : 67.27% 	 (38295/56926)
LogitsTrain Time used: 15 	 Loss: 72.739
[Eval] Valid Acc. : 68.81% 	 (37253/54138)
[Eval] Test Acc. : 67.26% 	 (38287/56926)
LogitsTrain Time used: 15 	 Loss: 76.233
[Eval] Valid Acc. : 68.46% 	 (37062/54138)
[Eval] Test Acc. : 67.09% 	 (38194/56926)
LogitsTrain Time used: 15 	 Loss: 77.221
[Eval] Valid Acc. : 68.48% 	 (37075/54138)
[Eval] Test Acc. : 66.84% 	 (38049/56926)
LogitsTrain Time used: 15 	 Loss: 72.980
[Eval] Valid Acc. : 68.97% 	 (37341/54138)
[Eval] Test Acc. : 67.32% 	 (38324/56926)
LogitsTrain Time used: 15 	 Loss: 70.374
[Eval] Valid Acc. : 68.74% 	 (37216/54138)
[Eval] Test Acc. : 67.13% 	 (38212/56926)
LogitsTrain Time used: 15 	 Loss: 73.687
[Eval] Valid Acc. : 68.45% 	 (37055/54138)
[Eval] Test Acc. : 67.08% 	 (38186/56926)
LogitsTrain Time used: 15 	 Loss: 74.570
[Eval] Valid Acc. : 68.69% 	 (37187/54138)
[Eval] Test Acc. : 67.01% 	 (38148/56926)
LogitsTrain Time used: 14 	 Loss: 70.138
[Eval] Valid Acc. : 68.96% 	 (37335/54138)
[Eval] Test Acc. : 67.27% 	 (38294/56926)
LogitsTrain Time used: 15 	 Loss: 68.600
[Eval] Valid Acc. : 68.63% 	 (37154/54138)
[Eval] Test Acc. : 66.96% 	 (38120/56926)
LogitsTrain Time used: 15 	 Loss: 71.413
[Eval] Valid Acc. : 68.50% 	 (37085/54138)
[Eval] Test Acc. : 66.97% 	 (38122/56926)
LogitsTrain Time used: 15 	 Loss: 71.955
[Eval] Valid Acc. : 68.75% 	 (37218/54138)
[Eval] Test Acc. : 67.09% 	 (38189/56926)
LogitsTrain Time used: 14 	 Loss: 67.378
[Eval] Valid Acc. : 68.95% 	 (37329/54138)
[Eval] Test Acc. : 67.15% 	 (38225/56926)
LogitsTrain Time used: 15 	 Loss: 67.211
[Eval] Valid Acc. : 68.66% 	 (37173/54138)
[Eval] Test Acc. : 66.98% 	 (38131/56926)
LogitsTrain Time used: 15 	 Loss: 69.303
[Eval] Valid Acc. : 68.47% 	 (37067/54138)
[Eval] Test Acc. : 66.86% 	 (38062/56926)
LogitsTrain Time used: 15 	 Loss: 68.126
[Eval] Valid Acc. : 68.88% 	 (37290/54138)
[Eval] Test Acc. : 67.04% 	 (38161/56926)
LogitsTrain Time used: 15 	 Loss: 64.776
[Eval] Valid Acc. : 68.98% 	 (37345/54138)
[Eval] Test Acc. : 67.15% 	 (38227/56926)
LogitsTrain Time used: 15 	 Loss: 66.259
[Eval] Valid Acc. : 68.57% 	 (37125/54138)
[Eval] Test Acc. : 66.95% 	 (38112/56926)
LogitsTrain Time used: 15 	 Loss: 67.421
[Eval] Valid Acc. : 68.67% 	 (37178/54138)
[Eval] Test Acc. : 67.17% 	 (38240/56926)
LogitsTrain Time used: 15 	 Loss: 66.133
[Eval] Valid Acc. : 68.72% 	 (37202/54138)
[Eval] Test Acc. : 66.68% 	 (37961/56926)
Finish training student!
[Result][Student] Best epoch : 46 	Valid. Acc. : 68.9811% 	 Test Acc.: 67.1521%
