========CONFIG===========
part_labeled =  0.5
temp =  2.0
========CONFIG===========
[Student] CyclicLR step size =  70
LogitsTrain Time used: 15 	 Loss: 2044.322
Using the default mapping tsv
[Eval] Valid Acc. : 26.96% 	 (14595/54138)
[Eval] Test Acc. : 25.25% 	 (14374/56926)
LogitsTrain Time used: 14 	 Loss: 1060.024
[Eval] Valid Acc. : 40.51% 	 (21932/54138)
[Eval] Test Acc. : 40.11% 	 (22835/56926)
LogitsTrain Time used: 15 	 Loss: 605.300
[Eval] Valid Acc. : 61.33% 	 (33205/54138)
[Eval] Test Acc. : 60.10% 	 (34215/56926)
LogitsTrain Time used: 15 	 Loss: 413.435
[Eval] Valid Acc. : 64.78% 	 (35069/54138)
[Eval] Test Acc. : 63.35% 	 (36064/56926)
LogitsTrain Time used: 15 	 Loss: 368.623
[Eval] Valid Acc. : 63.71% 	 (34494/54138)
[Eval] Test Acc. : 62.98% 	 (35854/56926)
LogitsTrain Time used: 15 	 Loss: 345.255
[Eval] Valid Acc. : 64.84% 	 (35105/54138)
[Eval] Test Acc. : 63.48% 	 (36139/56926)
LogitsTrain Time used: 14 	 Loss: 291.932
[Eval] Valid Acc. : 69.54% 	 (37648/54138)
[Eval] Test Acc. : 67.69% 	 (38535/56926)
LogitsTrain Time used: 15 	 Loss: 247.660
[Eval] Valid Acc. : 70.49% 	 (38162/54138)
[Eval] Test Acc. : 68.70% 	 (39110/56926)
LogitsTrain Time used: 15 	 Loss: 240.057
[Eval] Valid Acc. : 70.40% 	 (38113/54138)
[Eval] Test Acc. : 68.79% 	 (39161/56926)
LogitsTrain Time used: 15 	 Loss: 241.232
[Eval] Valid Acc. : 70.67% 	 (38257/54138)
[Eval] Test Acc. : 68.85% 	 (39191/56926)
LogitsTrain Time used: 15 	 Loss: 220.741
[Eval] Valid Acc. : 71.65% 	 (38791/54138)
[Eval] Test Acc. : 69.52% 	 (39576/56926)
LogitsTrain Time used: 15 	 Loss: 201.869
[Eval] Valid Acc. : 71.96% 	 (38955/54138)
[Eval] Test Acc. : 69.98% 	 (39839/56926)
LogitsTrain Time used: 14 	 Loss: 203.094
[Eval] Valid Acc. : 71.75% 	 (38842/54138)
[Eval] Test Acc. : 69.87% 	 (39776/56926)
LogitsTrain Time used: 15 	 Loss: 206.172
[Eval] Valid Acc. : 71.50% 	 (38710/54138)
[Eval] Test Acc. : 69.86% 	 (39766/56926)
LogitsTrain Time used: 15 	 Loss: 193.223
[Eval] Valid Acc. : 72.45% 	 (39224/54138)
[Eval] Test Acc. : 70.22% 	 (39971/56926)
LogitsTrain Time used: 15 	 Loss: 180.563
[Eval] Valid Acc. : 72.52% 	 (39259/54138)
[Eval] Test Acc. : 70.63% 	 (40204/56926)
LogitsTrain Time used: 14 	 Loss: 182.895
[Eval] Valid Acc. : 72.47% 	 (39236/54138)
[Eval] Test Acc. : 70.22% 	 (39972/56926)
LogitsTrain Time used: 15 	 Loss: 186.917
[Eval] Valid Acc. : 72.34% 	 (39161/54138)
[Eval] Test Acc. : 70.55% 	 (40160/56926)
LogitsTrain Time used: 15 	 Loss: 177.669
[Eval] Valid Acc. : 72.73% 	 (39377/54138)
[Eval] Test Acc. : 70.91% 	 (40364/56926)
LogitsTrain Time used: 15 	 Loss: 167.111
[Eval] Valid Acc. : 73.00% 	 (39519/54138)
[Eval] Test Acc. : 71.01% 	 (40422/56926)
LogitsTrain Time used: 15 	 Loss: 171.038
[Eval] Valid Acc. : 72.78% 	 (39404/54138)
[Eval] Test Acc. : 70.60% 	 (40190/56926)
LogitsTrain Time used: 14 	 Loss: 175.005
[Eval] Valid Acc. : 72.66% 	 (39335/54138)
[Eval] Test Acc. : 70.84% 	 (40324/56926)
LogitsTrain Time used: 15 	 Loss: 168.167
[Eval] Valid Acc. : 73.15% 	 (39603/54138)
[Eval] Test Acc. : 71.39% 	 (40640/56926)
LogitsTrain Time used: 15 	 Loss: 157.643
[Eval] Valid Acc. : 73.25% 	 (39655/54138)
[Eval] Test Acc. : 71.33% 	 (40604/56926)
LogitsTrain Time used: 15 	 Loss: 162.201
[Eval] Valid Acc. : 73.02% 	 (39533/54138)
[Eval] Test Acc. : 70.90% 	 (40360/56926)
LogitsTrain Time used: 15 	 Loss: 164.434
[Eval] Valid Acc. : 72.78% 	 (39402/54138)
[Eval] Test Acc. : 70.71% 	 (40255/56926)
LogitsTrain Time used: 15 	 Loss: 160.079
[Eval] Valid Acc. : 73.37% 	 (39720/54138)
[Eval] Test Acc. : 71.57% 	 (40742/56926)
LogitsTrain Time used: 15 	 Loss: 150.472
[Eval] Valid Acc. : 73.31% 	 (39690/54138)
[Eval] Test Acc. : 71.43% 	 (40664/56926)
LogitsTrain Time used: 15 	 Loss: 155.175
[Eval] Valid Acc. : 73.12% 	 (39584/54138)
[Eval] Test Acc. : 71.12% 	 (40488/56926)
LogitsTrain Time used: 14 	 Loss: 156.272
[Eval] Valid Acc. : 72.86% 	 (39443/54138)
[Eval] Test Acc. : 70.67% 	 (40231/56926)
LogitsTrain Time used: 15 	 Loss: 152.957
[Eval] Valid Acc. : 73.48% 	 (39781/54138)
[Eval] Test Acc. : 71.61% 	 (40764/56926)
LogitsTrain Time used: 14 	 Loss: 144.593
[Eval] Valid Acc. : 73.27% 	 (39665/54138)
[Eval] Test Acc. : 71.35% 	 (40614/56926)
LogitsTrain Time used: 15 	 Loss: 150.474
[Eval] Valid Acc. : 73.34% 	 (39704/54138)
[Eval] Test Acc. : 71.12% 	 (40486/56926)
LogitsTrain Time used: 15 	 Loss: 149.518
[Eval] Valid Acc. : 73.03% 	 (39535/54138)
[Eval] Test Acc. : 70.93% 	 (40377/56926)
LogitsTrain Time used: 15 	 Loss: 146.189
[Eval] Valid Acc. : 73.68% 	 (39889/54138)
[Eval] Test Acc. : 71.62% 	 (40771/56926)
LogitsTrain Time used: 15 	 Loss: 140.210
[Eval] Valid Acc. : 73.34% 	 (39707/54138)
[Eval] Test Acc. : 71.33% 	 (40603/56926)
LogitsTrain Time used: 14 	 Loss: 146.135
[Eval] Valid Acc. : 73.32% 	 (39696/54138)
[Eval] Test Acc. : 71.21% 	 (40537/56926)
LogitsTrain Time used: 15 	 Loss: 144.461
[Eval] Valid Acc. : 73.11% 	 (39580/54138)
[Eval] Test Acc. : 71.17% 	 (40516/56926)
LogitsTrain Time used: 14 	 Loss: 139.533
[Eval] Valid Acc. : 73.82% 	 (39965/54138)
[Eval] Test Acc. : 71.69% 	 (40813/56926)
LogitsTrain Time used: 15 	 Loss: 137.002
[Eval] Valid Acc. : 73.26% 	 (39663/54138)
[Eval] Test Acc. : 71.43% 	 (40664/56926)
LogitsTrain Time used: 14 	 Loss: 141.070
[Eval] Valid Acc. : 73.43% 	 (39753/54138)
[Eval] Test Acc. : 71.51% 	 (40710/56926)
LogitsTrain Time used: 14 	 Loss: 140.096
[Eval] Valid Acc. : 73.49% 	 (39788/54138)
[Eval] Test Acc. : 71.36% 	 (40623/56926)
LogitsTrain Time used: 14 	 Loss: 133.877
[Eval] Valid Acc. : 73.78% 	 (39941/54138)
