========CONFIG===========
part_labeled =  0.01
temp =  0.5
========CONFIG===========
[Student] CyclicLR step size =  70
LogitsTrain Time used: 15 	 Loss: 198.036
Using the default mapping tsv
[Eval] Valid Acc. : 29.71% 	 (16082/54138)
[Eval] Test Acc. : 28.06% 	 (15973/56926)
LogitsTrain Time used: 15 	 Loss: 83.562
[Eval] Valid Acc. : 48.14% 	 (26064/54138)
[Eval] Test Acc. : 46.64% 	 (26552/56926)
LogitsTrain Time used: 14 	 Loss: 30.584
[Eval] Valid Acc. : 52.24% 	 (28284/54138)
[Eval] Test Acc. : 50.74% 	 (28887/56926)
LogitsTrain Time used: 15 	 Loss: 20.711
[Eval] Valid Acc. : 53.56% 	 (28996/54138)
[Eval] Test Acc. : 51.89% 	 (29538/56926)
LogitsTrain Time used: 14 	 Loss: 18.374
[Eval] Valid Acc. : 53.48% 	 (28952/54138)
[Eval] Test Acc. : 51.75% 	 (29458/56926)
LogitsTrain Time used: 14 	 Loss: 17.039
[Eval] Valid Acc. : 50.89% 	 (27549/54138)
[Eval] Test Acc. : 48.92% 	 (27851/56926)
LogitsTrain Time used: 14 	 Loss: 15.216
[Eval] Valid Acc. : 54.44% 	 (29475/54138)
[Eval] Test Acc. : 52.88% 	 (30105/56926)
LogitsTrain Time used: 14 	 Loss: 12.445
[Eval] Valid Acc. : 54.53% 	 (29519/54138)
[Eval] Test Acc. : 53.01% 	 (30174/56926)
LogitsTrain Time used: 14 	 Loss: 11.983
[Eval] Valid Acc. : 54.49% 	 (29502/54138)
[Eval] Test Acc. : 52.95% 	 (30143/56926)
LogitsTrain Time used: 14 	 Loss: 11.929
[Eval] Valid Acc. : 54.30% 	 (29395/54138)
[Eval] Test Acc. : 52.47% 	 (29867/56926)
LogitsTrain Time used: 14 	 Loss: 10.949
[Eval] Valid Acc. : 54.50% 	 (29506/54138)
[Eval] Test Acc. : 53.12% 	 (30238/56926)
LogitsTrain Time used: 14 	 Loss: 10.172
[Eval] Valid Acc. : 54.64% 	 (29580/54138)
[Eval] Test Acc. : 53.27% 	 (30325/56926)
LogitsTrain Time used: 14 	 Loss: 10.061
[Eval] Valid Acc. : 54.50% 	 (29503/54138)
[Eval] Test Acc. : 53.14% 	 (30251/56926)
LogitsTrain Time used: 14 	 Loss: 10.423
