========CONFIG===========
part_labeled =  0.3
temp =  2.0
========CONFIG===========
[Student] CyclicLR step size =  70
LogitsTrain Time used: 15 	 Loss: 1843.354
Using the default mapping tsv
[Eval] Valid Acc. : 33.34% 	 (18049/54138)
[Eval] Test Acc. : 31.93% 	 (18174/56926)
LogitsTrain Time used: 15 	 Loss: 771.371
[Eval] Valid Acc. : 53.02% 	 (28703/54138)
[Eval] Test Acc. : 51.70% 	 (29432/56926)
LogitsTrain Time used: 15 	 Loss: 392.062
[Eval] Valid Acc. : 62.83% 	 (34016/54138)
[Eval] Test Acc. : 62.35% 	 (35496/56926)
LogitsTrain Time used: 15 	 Loss: 272.779
[Eval] Valid Acc. : 65.77% 	 (35609/54138)
[Eval] Test Acc. : 65.12% 	 (37071/56926)
LogitsTrain Time used: 15 	 Loss: 243.992
[Eval] Valid Acc. : 65.45% 	 (35435/54138)
[Eval] Test Acc. : 64.67% 	 (36816/56926)
LogitsTrain Time used: 15 	 Loss: 232.584
[Eval] Valid Acc. : 66.25% 	 (35866/54138)
[Eval] Test Acc. : 65.45% 	 (37258/56926)
LogitsTrain Time used: 15 	 Loss: 200.672
[Eval] Valid Acc. : 69.03% 	 (37369/54138)
[Eval] Test Acc. : 67.16% 	 (38234/56926)
LogitsTrain Time used: 14 	 Loss: 173.411
[Eval] Valid Acc. : 69.82% 	 (37799/54138)
[Eval] Test Acc. : 68.45% 	 (38966/56926)
LogitsTrain Time used: 15 	 Loss: 168.281
[Eval] Valid Acc. : 69.43% 	 (37589/54138)
[Eval] Test Acc. : 67.98% 	 (38700/56926)
LogitsTrain Time used: 15 	 Loss: 173.639
[Eval] Valid Acc. : 69.12% 	 (37418/54138)
[Eval] Test Acc. : 68.05% 	 (38740/56926)
LogitsTrain Time used: 15 	 Loss: 159.093
[Eval] Valid Acc. : 70.58% 	 (38212/54138)
[Eval] Test Acc. : 68.76% 	 (39143/56926)
LogitsTrain Time used: 15 	 Loss: 145.936
[Eval] Valid Acc. : 70.95% 	 (38409/54138)
[Eval] Test Acc. : 69.07% 	 (39320/56926)
LogitsTrain Time used: 15 	 Loss: 145.149
[Eval] Valid Acc. : 70.64% 	 (38243/54138)
[Eval] Test Acc. : 68.77% 	 (39146/56926)
LogitsTrain Time used: 15 	 Loss: 152.232
[Eval] Valid Acc. : 70.11% 	 (37958/54138)
[Eval] Test Acc. : 68.70% 	 (39109/56926)
LogitsTrain Time used: 15 	 Loss: 141.137
[Eval] Valid Acc. : 71.32% 	 (38613/54138)
[Eval] Test Acc. : 69.30% 	 (39451/56926)
LogitsTrain Time used: 14 	 Loss: 131.888
[Eval] Valid Acc. : 71.42% 	 (38663/54138)
[Eval] Test Acc. : 69.72% 	 (39686/56926)
LogitsTrain Time used: 14 	 Loss: 132.798
[Eval] Valid Acc. : 71.15% 	 (38518/54138)
[Eval] Test Acc. : 69.37% 	 (39488/56926)
LogitsTrain Time used: 15 	 Loss: 138.878
[Eval] Valid Acc. : 70.94% 	 (38404/54138)
[Eval] Test Acc. : 69.16% 	 (39370/56926)
LogitsTrain Time used: 15 	 Loss: 129.979
[Eval] Valid Acc. : 71.71% 	 (38824/54138)
[Eval] Test Acc. : 69.63% 	 (39637/56926)
LogitsTrain Time used: 15 	 Loss: 122.848
[Eval] Valid Acc. : 71.86% 	 (38906/54138)
[Eval] Test Acc. : 69.87% 	 (39775/56926)
LogitsTrain Time used: 15 	 Loss: 125.552
[Eval] Valid Acc. : 71.57% 	 (38745/54138)
[Eval] Test Acc. : 69.60% 	 (39622/56926)
LogitsTrain Time used: 15 	 Loss: 130.773
[Eval] Valid Acc. : 71.48% 	 (38697/54138)
[Eval] Test Acc. : 69.58% 	 (39608/56926)
LogitsTrain Time used: 14 	 Loss: 122.831
[Eval] Valid Acc. : 71.94% 	 (38948/54138)
[Eval] Test Acc. : 69.90% 	 (39794/56926)
LogitsTrain Time used: 15 	 Loss: 116.979
[Eval] Valid Acc. : 71.99% 	 (38972/54138)
[Eval] Test Acc. : 69.92% 	 (39801/56926)
LogitsTrain Time used: 15 	 Loss: 120.648
[Eval] Valid Acc. : 71.66% 	 (38795/54138)
[Eval] Test Acc. : 69.87% 	 (39776/56926)
LogitsTrain Time used: 15 	 Loss: 124.439
[Eval] Valid Acc. : 71.59% 	 (38757/54138)
[Eval] Test Acc. : 69.66% 	 (39657/56926)
LogitsTrain Time used: 15 	 Loss: 118.035
[Eval] Valid Acc. : 72.20% 	 (39086/54138)
[Eval] Test Acc. : 70.13% 	 (39922/56926)
LogitsTrain Time used: 14 	 Loss: 112.137
[Eval] Valid Acc. : 72.14% 	 (39053/54138)
[Eval] Test Acc. : 69.93% 	 (39806/56926)
LogitsTrain Time used: 15 	 Loss: 117.160
[Eval] Valid Acc. : 71.83% 	 (38887/54138)
[Eval] Test Acc. : 69.79% 	 (39730/56926)
LogitsTrain Time used: 15 	 Loss: 119.590
[Eval] Valid Acc. : 71.60% 	 (38763/54138)
[Eval] Test Acc. : 69.72% 	 (39688/56926)
LogitsTrain Time used: 15 	 Loss: 113.946
[Eval] Valid Acc. : 72.19% 	 (39082/54138)
[Eval] Test Acc. : 70.24% 	 (39984/56926)
LogitsTrain Time used: 15 	 Loss: 108.320
[Eval] Valid Acc. : 72.07% 	 (39015/54138)
[Eval] Test Acc. : 69.92% 	 (39800/56926)
LogitsTrain Time used: 15 	 Loss: 113.553
[Eval] Valid Acc. : 72.07% 	 (39017/54138)
[Eval] Test Acc. : 70.08% 	 (39892/56926)
LogitsTrain Time used: 15 	 Loss: 114.280
[Eval] Valid Acc. : 71.90% 	 (38924/54138)
[Eval] Test Acc. : 69.98% 	 (39835/56926)
LogitsTrain Time used: 15 	 Loss: 109.414
[Eval] Valid Acc. : 72.41% 	 (39203/54138)
[Eval] Test Acc. : 70.34% 	 (40041/56926)
LogitsTrain Time used: 14 	 Loss: 105.492
[Eval] Valid Acc. : 72.07% 	 (39017/54138)
[Eval] Test Acc. : 69.86% 	 (39771/56926)
LogitsTrain Time used: 14 	 Loss: 110.709
[Eval] Valid Acc. : 72.11% 	 (39041/54138)
[Eval] Test Acc. : 70.05% 	 (39879/56926)
LogitsTrain Time used: 15 	 Loss: 109.833
[Eval] Valid Acc. : 72.08% 	 (39025/54138)
[Eval] Test Acc. : 69.97% 	 (39833/56926)
LogitsTrain Time used: 15 	 Loss: 105.089
[Eval] Valid Acc. : 72.57% 	 (39287/54138)
[Eval] Test Acc. : 70.52% 	 (40143/56926)
LogitsTrain Time used: 14 	 Loss: 103.224
[Eval] Valid Acc. : 72.16% 	 (39064/54138)
[Eval] Test Acc. : 70.15% 	 (39935/56926)
LogitsTrain Time used: 15 	 Loss: 107.779
[Eval] Valid Acc. : 72.36% 	 (39173/54138)
[Eval] Test Acc. : 70.18% 	 (39951/56926)
LogitsTrain Time used: 14 	 Loss: 105.962
[Eval] Valid Acc. : 72.31% 	 (39146/54138)
[Eval] Test Acc. : 70.06% 	 (39885/56926)
LogitsTrain Time used: 15 	 Loss: 101.339
[Eval] Valid Acc. : 72.50% 	 (39251/54138)
[Eval] Test Acc. : 70.35% 	 (40048/56926)
LogitsTrain Time used: 15 	 Loss: 101.065
[Eval] Valid Acc. : 72.26% 	 (39120/54138)
[Eval] Test Acc. : 70.17% 	 (39947/56926)
LogitsTrain Time used: 15 	 Loss: 105.057
[Eval] Valid Acc. : 72.45% 	 (39223/54138)
[Eval] Test Acc. : 70.44% 	 (40096/56926)
LogitsTrain Time used: 15 	 Loss: 102.567
[Eval] Valid Acc. : 72.38% 	 (39187/54138)
[Eval] Test Acc. : 70.11% 	 (39911/56926)
LogitsTrain Time used: 15 	 Loss: 98.445
[Eval] Valid Acc. : 72.48% 	 (39240/54138)
