========CONFIG===========
part_labeled =  0.3
temp =  800.0
========CONFIG===========
[Student] CyclicLR step size =  70
LogitsTrain Time used: 4 	 Loss: 1358.539
Using the default mapping tsv
[Eval] Valid Acc. : 30.45% 	 (16483/54138)
[Eval] Test Acc. : 28.75% 	 (16367/56926)
LogitsTrain Time used: 4 	 Loss: 682.654
[Eval] Valid Acc. : 41.95% 	 (22711/54138)
[Eval] Test Acc. : 40.73% 	 (23186/56926)
LogitsTrain Time used: 4 	 Loss: 376.831
[Eval] Valid Acc. : 55.31% 	 (29945/54138)
[Eval] Test Acc. : 55.06% 	 (31343/56926)
LogitsTrain Time used: 4 	 Loss: 254.710
[Eval] Valid Acc. : 59.82% 	 (32384/54138)
[Eval] Test Acc. : 59.29% 	 (33749/56926)
LogitsTrain Time used: 4 	 Loss: 224.864
[Eval] Valid Acc. : 61.26% 	 (33165/54138)
[Eval] Test Acc. : 60.80% 	 (34609/56926)
LogitsTrain Time used: 4 	 Loss: 212.800
[Eval] Valid Acc. : 62.53% 	 (33853/54138)
[Eval] Test Acc. : 61.15% 	 (34809/56926)
LogitsTrain Time used: 3 	 Loss: 177.779
[Eval] Valid Acc. : 66.15% 	 (35813/54138)
[Eval] Test Acc. : 65.22% 	 (37127/56926)
LogitsTrain Time used: 3 	 Loss: 156.373
[Eval] Valid Acc. : 66.98% 	 (36264/54138)
[Eval] Test Acc. : 65.70% 	 (37403/56926)
LogitsTrain Time used: 3 	 Loss: 151.355
[Eval] Valid Acc. : 67.26% 	 (36414/54138)
[Eval] Test Acc. : 66.03% 	 (37588/56926)
LogitsTrain Time used: 4 	 Loss: 152.271
[Eval] Valid Acc. : 67.21% 	 (36388/54138)
[Eval] Test Acc. : 65.85% 	 (37487/56926)
LogitsTrain Time used: 4 	 Loss: 139.156
[Eval] Valid Acc. : 68.75% 	 (37220/54138)
[Eval] Test Acc. : 67.17% 	 (38237/56926)
LogitsTrain Time used: 4 	 Loss: 129.436
[Eval] Valid Acc. : 69.10% 	 (37409/54138)
[Eval] Test Acc. : 67.49% 	 (38418/56926)
LogitsTrain Time used: 4 	 Loss: 128.191
[Eval] Valid Acc. : 68.88% 	 (37291/54138)
[Eval] Test Acc. : 67.32% 	 (38320/56926)
LogitsTrain Time used: 4 	 Loss: 134.458
[Eval] Valid Acc. : 69.13% 	 (37424/54138)
[Eval] Test Acc. : 67.19% 	 (38251/56926)
LogitsTrain Time used: 4 	 Loss: 123.717
[Eval] Valid Acc. : 69.88% 	 (37834/54138)
[Eval] Test Acc. : 68.05% 	 (38736/56926)
LogitsTrain Time used: 4 	 Loss: 116.827
[Eval] Valid Acc. : 69.95% 	 (37869/54138)
[Eval] Test Acc. : 68.28% 	 (38871/56926)
LogitsTrain Time used: 4 	 Loss: 116.891
[Eval] Valid Acc. : 69.78% 	 (37776/54138)
[Eval] Test Acc. : 67.99% 	 (38702/56926)
LogitsTrain Time used: 4 	 Loss: 123.221
[Eval] Valid Acc. : 69.80% 	 (37787/54138)
[Eval] Test Acc. : 68.04% 	 (38733/56926)
LogitsTrain Time used: 4 	 Loss: 113.545
[Eval] Valid Acc. : 70.30% 	 (38058/54138)
[Eval] Test Acc. : 68.53% 	 (39011/56926)
LogitsTrain Time used: 4 	 Loss: 108.952
[Eval] Valid Acc. : 70.38% 	 (38100/54138)
[Eval] Test Acc. : 68.76% 	 (39145/56926)
LogitsTrain Time used: 4 	 Loss: 110.125
[Eval] Valid Acc. : 69.66% 	 (37711/54138)
[Eval] Test Acc. : 68.39% 	 (38932/56926)
LogitsTrain Time used: 4 	 Loss: 114.953
[Eval] Valid Acc. : 70.33% 	 (38074/54138)
[Eval] Test Acc. : 68.55% 	 (39022/56926)
LogitsTrain Time used: 4 	 Loss: 106.933
[Eval] Valid Acc. : 70.61% 	 (38227/54138)
[Eval] Test Acc. : 68.85% 	 (39194/56926)
LogitsTrain Time used: 4 	 Loss: 103.451
[Eval] Valid Acc. : 70.55% 	 (38194/54138)
[Eval] Test Acc. : 68.72% 	 (39118/56926)
LogitsTrain Time used: 4 	 Loss: 106.046
[Eval] Valid Acc. : 70.05% 	 (37924/54138)
[Eval] Test Acc. : 68.44% 	 (38958/56926)
LogitsTrain Time used: 4 	 Loss: 110.847
[Eval] Valid Acc. : 70.42% 	 (38122/54138)
[Eval] Test Acc. : 68.90% 	 (39223/56926)
LogitsTrain Time used: 4 	 Loss: 102.250
[Eval] Valid Acc. : 70.97% 	 (38420/54138)
[Eval] Test Acc. : 69.16% 	 (39368/56926)
LogitsTrain Time used: 4 	 Loss: 99.741
[Eval] Valid Acc. : 70.68% 	 (38263/54138)
[Eval] Test Acc. : 68.89% 	 (39216/56926)
LogitsTrain Time used: 4 	 Loss: 103.362
[Eval] Valid Acc. : 68.48% 	 (37072/54138)
[Eval] Test Acc. : 66.90% 	 (38084/56926)
LogitsTrain Time used: 4 	 Loss: 108.263
[Eval] Valid Acc. : 70.72% 	 (38287/54138)
[Eval] Test Acc. : 68.88% 	 (39209/56926)
LogitsTrain Time used: 4 	 Loss: 99.548
[Eval] Valid Acc. : 70.97% 	 (38424/54138)
[Eval] Test Acc. : 69.46% 	 (39541/56926)
LogitsTrain Time used: 4 	 Loss: 97.032
[Eval] Valid Acc. : 70.82% 	 (38340/54138)
[Eval] Test Acc. : 69.06% 	 (39311/56926)
LogitsTrain Time used: 4 	 Loss: 100.575
[Eval] Valid Acc. : 69.95% 	 (37869/54138)
[Eval] Test Acc. : 68.19% 	 (38818/56926)
LogitsTrain Time used: 4 	 Loss: 102.536
[Eval] Valid Acc. : 70.74% 	 (38295/54138)
[Eval] Test Acc. : 68.96% 	 (39255/56926)
LogitsTrain Time used: 4 	 Loss: 96.679
[Eval] Valid Acc. : 71.10% 	 (38494/54138)
[Eval] Test Acc. : 69.50% 	 (39566/56926)
LogitsTrain Time used: 4 	 Loss: 94.717
[Eval] Valid Acc. : 70.88% 	 (38374/54138)
[Eval] Test Acc. : 69.32% 	 (39461/56926)
LogitsTrain Time used: 4 	 Loss: 100.362
[Eval] Valid Acc. : 69.70% 	 (37735/54138)
[Eval] Test Acc. : 68.21% 	 (38829/56926)
LogitsTrain Time used: 4 	 Loss: 99.420
[Eval] Valid Acc. : 70.94% 	 (38405/54138)
[Eval] Test Acc. : 69.24% 	 (39417/56926)
LogitsTrain Time used: 4 	 Loss: 94.116
[Eval] Valid Acc. : 71.27% 	 (38586/54138)
[Eval] Test Acc. : 69.76% 	 (39712/56926)
LogitsTrain Time used: 4 	 Loss: 93.077
[Eval] Valid Acc. : 70.93% 	 (38400/54138)
[Eval] Test Acc. : 69.47% 	 (39547/56926)
LogitsTrain Time used: 4 	 Loss: 101.021
[Eval] Valid Acc. : 70.34% 	 (38081/54138)
[Eval] Test Acc. : 68.34% 	 (38904/56926)
LogitsTrain Time used: 4 	 Loss: 98.206
[Eval] Valid Acc. : 71.13% 	 (38509/54138)
[Eval] Test Acc. : 69.44% 	 (39529/56926)
LogitsTrain Time used: 4 	 Loss: 91.977
[Eval] Valid Acc. : 71.37% 	 (38636/54138)
[Eval] Test Acc. : 69.76% 	 (39711/56926)
LogitsTrain Time used: 4 	 Loss: 91.602
[Eval] Valid Acc. : 71.04% 	 (38460/54138)
[Eval] Test Acc. : 69.54% 	 (39584/56926)
LogitsTrain Time used: 4 	 Loss: 94.970
[Eval] Valid Acc. : 70.75% 	 (38303/54138)
[Eval] Test Acc. : 68.92% 	 (39233/56926)
