========CONFIG===========
part_labeled =  0.1
temp =  0.5
========CONFIG===========
[Student] CyclicLR step size =  70
LogitsTrain Time used: 15 	 Loss: 242.794
Using the default mapping tsv
[Eval] Valid Acc. : 29.68% 	 (16067/54138)
[Eval] Test Acc. : 27.53% 	 (15670/56926)
LogitsTrain Time used: 15 	 Loss: 147.905
[Eval] Valid Acc. : 48.53% 	 (26271/54138)
[Eval] Test Acc. : 47.62% 	 (27111/56926)
LogitsTrain Time used: 15 	 Loss: 94.696
[Eval] Valid Acc. : 56.56% 	 (30620/54138)
[Eval] Test Acc. : 56.31% 	 (32057/56926)
LogitsTrain Time used: 15 	 Loss: 75.512
[Eval] Valid Acc. : 59.35% 	 (32133/54138)
[Eval] Test Acc. : 58.94% 	 (33555/56926)
LogitsTrain Time used: 15 	 Loss: 68.993
[Eval] Valid Acc. : 59.55% 	 (32241/54138)
[Eval] Test Acc. : 58.80% 	 (33472/56926)
LogitsTrain Time used: 15 	 Loss: 64.200
[Eval] Valid Acc. : 58.16% 	 (31484/54138)
[Eval] Test Acc. : 57.63% 	 (32806/56926)
LogitsTrain Time used: 15 	 Loss: 55.989
[Eval] Valid Acc. : 63.99% 	 (34645/54138)
[Eval] Test Acc. : 63.22% 	 (35987/56926)
LogitsTrain Time used: 15 	 Loss: 48.846
[Eval] Valid Acc. : 64.97% 	 (35173/54138)
[Eval] Test Acc. : 64.08% 	 (36476/56926)
LogitsTrain Time used: 14 	 Loss: 47.651
[Eval] Valid Acc. : 64.41% 	 (34872/54138)
[Eval] Test Acc. : 63.44% 	 (36113/56926)
LogitsTrain Time used: 15 	 Loss: 48.401
[Eval] Valid Acc. : 63.38% 	 (34311/54138)
[Eval] Test Acc. : 62.54% 	 (35604/56926)
LogitsTrain Time used: 15 	 Loss: 45.086
[Eval] Valid Acc. : 66.33% 	 (35910/54138)
[Eval] Test Acc. : 65.22% 	 (37125/56926)
LogitsTrain Time used: 14 	 Loss: 41.099
[Eval] Valid Acc. : 66.71% 	 (36115/54138)
[Eval] Test Acc. : 65.78% 	 (37445/56926)
LogitsTrain Time used: 15 	 Loss: 40.963
[Eval] Valid Acc. : 66.05% 	 (35757/54138)
[Eval] Test Acc. : 65.06% 	 (37036/56926)
LogitsTrain Time used: 14 	 Loss: 41.675
[Eval] Valid Acc. : 65.81% 	 (35628/54138)
[Eval] Test Acc. : 64.66% 	 (36811/56926)
