========CONFIG===========
part_labeled =  0.05
temp =  0.5
========CONFIG===========
[Student] CyclicLR step size =  70
LogitsTrain Time used: 15 	 Loss: 218.942
Using the default mapping tsv
[Eval] Valid Acc. : 35.49% 	 (19212/54138)
[Eval] Test Acc. : 33.22% 	 (18908/56926)
LogitsTrain Time used: 15 	 Loss: 112.780
[Eval] Valid Acc. : 48.87% 	 (26455/54138)
[Eval] Test Acc. : 47.73% 	 (27170/56926)
LogitsTrain Time used: 15 	 Loss: 57.968
[Eval] Valid Acc. : 56.33% 	 (30495/54138)
[Eval] Test Acc. : 54.70% 	 (31136/56926)
LogitsTrain Time used: 15 	 Loss: 41.664
[Eval] Valid Acc. : 58.04% 	 (31419/54138)
[Eval] Test Acc. : 56.61% 	 (32224/56926)
LogitsTrain Time used: 15 	 Loss: 37.323
[Eval] Valid Acc. : 58.44% 	 (31638/54138)
[Eval] Test Acc. : 56.92% 	 (32401/56926)
LogitsTrain Time used: 14 	 Loss: 33.125
[Eval] Valid Acc. : 59.29% 	 (32100/54138)
[Eval] Test Acc. : 57.78% 	 (32890/56926)
LogitsTrain Time used: 14 	 Loss: 27.980
[Eval] Valid Acc. : 61.05% 	 (33053/54138)
[Eval] Test Acc. : 59.53% 	 (33888/56926)
LogitsTrain Time used: 15 	 Loss: 23.997
[Eval] Valid Acc. : 61.53% 	 (33312/54138)
[Eval] Test Acc. : 60.14% 	 (34235/56926)
LogitsTrain Time used: 15 	 Loss: 23.178
[Eval] Valid Acc. : 61.06% 	 (33059/54138)
[Eval] Test Acc. : 59.90% 	 (34096/56926)
LogitsTrain Time used: 15 	 Loss: 23.613
[Eval] Valid Acc. : 61.63% 	 (33363/54138)
[Eval] Test Acc. : 60.18% 	 (34256/56926)
LogitsTrain Time used: 15 	 Loss: 21.447
[Eval] Valid Acc. : 62.00% 	 (33567/54138)
[Eval] Test Acc. : 60.46% 	 (34418/56926)
LogitsTrain Time used: 15 	 Loss: 19.383
[Eval] Valid Acc. : 62.30% 	 (33729/54138)
[Eval] Test Acc. : 60.86% 	 (34643/56926)
LogitsTrain Time used: 15 	 Loss: 19.359
[Eval] Valid Acc. : 61.58% 	 (33336/54138)
[Eval] Test Acc. : 60.43% 	 (34401/56926)
LogitsTrain Time used: 15 	 Loss: 19.891
[Eval] Valid Acc. : 62.18% 	 (33663/54138)
[Eval] Test Acc. : 60.81% 	 (34614/56926)
LogitsTrain Time used: 15 	 Loss: 18.476
[Eval] Valid Acc. : 62.45% 	 (33811/54138)
[Eval] Test Acc. : 60.94% 	 (34693/56926)
LogitsTrain Time used: 15 	 Loss: 17.174
[Eval] Valid Acc. : 62.69% 	 (33938/54138)
[Eval] Test Acc. : 61.00% 	 (34724/56926)
LogitsTrain Time used: 15 	 Loss: 17.407
[Eval] Valid Acc. : 62.29% 	 (33721/54138)
[Eval] Test Acc. : 60.85% 	 (34640/56926)
LogitsTrain Time used: 14 	 Loss: 17.959
[Eval] Valid Acc. : 62.51% 	 (33842/54138)
[Eval] Test Acc. : 61.11% 	 (34785/56926)
LogitsTrain Time used: 15 	 Loss: 16.882
[Eval] Valid Acc. : 62.65% 	 (33920/54138)
[Eval] Test Acc. : 60.98% 	 (34715/56926)
LogitsTrain Time used: 15 	 Loss: 15.890
[Eval] Valid Acc. : 62.94% 	 (34074/54138)
[Eval] Test Acc. : 61.22% 	 (34849/56926)
LogitsTrain Time used: 15 	 Loss: 16.178
[Eval] Valid Acc. : 62.83% 	 (34017/54138)
[Eval] Test Acc. : 61.19% 	 (34834/56926)
LogitsTrain Time used: 15 	 Loss: 16.913
[Eval] Valid Acc. : 62.42% 	 (33795/54138)
[Eval] Test Acc. : 60.92% 	 (34681/56926)
LogitsTrain Time used: 15 	 Loss: 15.788
[Eval] Valid Acc. : 63.11% 	 (34166/54138)
[Eval] Test Acc. : 61.38% 	 (34941/56926)
LogitsTrain Time used: 15 	 Loss: 15.009
[Eval] Valid Acc. : 62.97% 	 (34093/54138)
[Eval] Test Acc. : 61.26% 	 (34871/56926)
LogitsTrain Time used: 15 	 Loss: 15.354
[Eval] Valid Acc. : 62.96% 	 (34085/54138)
[Eval] Test Acc. : 61.33% 	 (34914/56926)
LogitsTrain Time used: 15 	 Loss: 15.918
[Eval] Valid Acc. : 62.54% 	 (33859/54138)
[Eval] Test Acc. : 61.04% 	 (34750/56926)
LogitsTrain Time used: 14 	 Loss: 14.921
[Eval] Valid Acc. : 63.21% 	 (34222/54138)
