========CONFIG===========
part_labeled =  0.5
temp =  0.5
========CONFIG===========
[Student] CyclicLR step size =  70
LogitsTrain Time used: 15 	 Loss: 246.275
Using the default mapping tsv
[Eval] Valid Acc. : 31.68% 	 (17152/54138)
[Eval] Test Acc. : 29.67% 	 (16890/56926)
LogitsTrain Time used: 15 	 Loss: 151.088
[Eval] Valid Acc. : 46.97% 	 (25430/54138)
[Eval] Test Acc. : 45.47% 	 (25882/56926)
LogitsTrain Time used: 14 	 Loss: 100.387
[Eval] Valid Acc. : 56.65% 	 (30669/54138)
[Eval] Test Acc. : 55.32% 	 (31491/56926)
LogitsTrain Time used: 15 	 Loss: 83.731
[Eval] Valid Acc. : 60.16% 	 (32570/54138)
[Eval] Test Acc. : 59.09% 	 (33640/56926)
LogitsTrain Time used: 15 	 Loss: 77.755
[Eval] Valid Acc. : 60.73% 	 (32880/54138)
[Eval] Test Acc. : 59.25% 	 (33731/56926)
LogitsTrain Time used: 15 	 Loss: 71.784
[Eval] Valid Acc. : 61.32% 	 (33196/54138)
[Eval] Test Acc. : 60.74% 	 (34578/56926)
LogitsTrain Time used: 15 	 Loss: 62.996
[Eval] Valid Acc. : 64.93% 	 (35150/54138)
[Eval] Test Acc. : 62.63% 	 (35651/56926)
LogitsTrain Time used: 15 	 Loss: 55.454
[Eval] Valid Acc. : 66.79% 	 (36159/54138)
[Eval] Test Acc. : 65.33% 	 (37190/56926)
LogitsTrain Time used: 15 	 Loss: 53.445
[Eval] Valid Acc. : 66.21% 	 (35846/54138)
[Eval] Test Acc. : 64.47% 	 (36700/56926)
LogitsTrain Time used: 15 	 Loss: 53.673
[Eval] Valid Acc. : 66.72% 	 (36121/54138)
[Eval] Test Acc. : 64.93% 	 (36964/56926)
LogitsTrain Time used: 15 	 Loss: 49.158
[Eval] Valid Acc. : 68.59% 	 (37135/54138)
[Eval] Test Acc. : 66.57% 	 (37895/56926)
LogitsTrain Time used: 15 	 Loss: 44.612
[Eval] Valid Acc. : 69.32% 	 (37526/54138)
[Eval] Test Acc. : 67.59% 	 (38476/56926)
LogitsTrain Time used: 14 	 Loss: 44.234
[Eval] Valid Acc. : 68.56% 	 (37119/54138)
[Eval] Test Acc. : 66.78% 	 (38016/56926)
LogitsTrain Time used: 15 	 Loss: 44.656
