========CONFIG===========
part_labeled =  0.01
temp =  500.0
========CONFIG===========
[Student] CyclicLR step size =  70
LogitsTrain Time used: 4 	 Loss: 883.826
Using the default mapping tsv
[Eval] Valid Acc. : 26.92% 	 (14576/54138)
[Eval] Test Acc. : 25.84% 	 (14708/56926)
LogitsTrain Time used: 4 	 Loss: 238.907
[Eval] Valid Acc. : 45.10% 	 (24414/54138)
[Eval] Test Acc. : 43.15% 	 (24564/56926)
LogitsTrain Time used: 4 	 Loss: 61.987
[Eval] Valid Acc. : 51.29% 	 (27765/54138)
[Eval] Test Acc. : 49.93% 	 (28421/56926)
LogitsTrain Time used: 4 	 Loss: 35.823
[Eval] Valid Acc. : 52.05% 	 (28179/54138)
[Eval] Test Acc. : 50.64% 	 (28829/56926)
LogitsTrain Time used: 4 	 Loss: 31.675
[Eval] Valid Acc. : 52.50% 	 (28422/54138)
[Eval] Test Acc. : 50.94% 	 (28997/56926)
LogitsTrain Time used: 4 	 Loss: 30.730
[Eval] Valid Acc. : 52.91% 	 (28646/54138)
[Eval] Test Acc. : 51.49% 	 (29310/56926)
LogitsTrain Time used: 4 	 Loss: 24.597
[Eval] Valid Acc. : 53.22% 	 (28812/54138)
[Eval] Test Acc. : 51.88% 	 (29533/56926)
LogitsTrain Time used: 4 	 Loss: 21.505
[Eval] Valid Acc. : 53.31% 	 (28861/54138)
[Eval] Test Acc. : 51.98% 	 (29588/56926)
LogitsTrain Time used: 4 	 Loss: 20.759
[Eval] Valid Acc. : 53.48% 	 (28952/54138)
[Eval] Test Acc. : 51.95% 	 (29571/56926)
LogitsTrain Time used: 4 	 Loss: 20.793
[Eval] Valid Acc. : 53.39% 	 (28904/54138)
[Eval] Test Acc. : 51.74% 	 (29454/56926)
LogitsTrain Time used: 4 	 Loss: 19.524
[Eval] Valid Acc. : 53.55% 	 (28989/54138)
[Eval] Test Acc. : 52.30% 	 (29772/56926)
LogitsTrain Time used: 4 	 Loss: 17.635
[Eval] Valid Acc. : 53.68% 	 (29060/54138)
[Eval] Test Acc. : 52.37% 	 (29813/56926)
LogitsTrain Time used: 4 	 Loss: 17.456
[Eval] Valid Acc. : 53.80% 	 (29125/54138)
[Eval] Test Acc. : 52.34% 	 (29797/56926)
LogitsTrain Time used: 4 	 Loss: 18.024
[Eval] Valid Acc. : 53.69% 	 (29064/54138)
[Eval] Test Acc. : 51.93% 	 (29560/56926)
LogitsTrain Time used: 4 	 Loss: 17.265
[Eval] Valid Acc. : 53.95% 	 (29208/54138)
[Eval] Test Acc. : 52.55% 	 (29916/56926)
LogitsTrain Time used: 4 	 Loss: 15.631
[Eval] Valid Acc. : 53.98% 	 (29221/54138)
[Eval] Test Acc. : 52.62% 	 (29954/56926)
LogitsTrain Time used: 4 	 Loss: 15.571
[Eval] Valid Acc. : 54.00% 	 (29236/54138)
[Eval] Test Acc. : 52.57% 	 (29924/56926)
LogitsTrain Time used: 4 	 Loss: 15.944
[Eval] Valid Acc. : 53.87% 	 (29163/54138)
[Eval] Test Acc. : 52.22% 	 (29727/56926)
LogitsTrain Time used: 4 	 Loss: 15.563
[Eval] Valid Acc. : 54.14% 	 (29311/54138)
[Eval] Test Acc. : 52.69% 	 (29997/56926)
LogitsTrain Time used: 4 	 Loss: 14.366
[Eval] Valid Acc. : 54.14% 	 (29309/54138)
