========CONFIG===========
part_labeled =  0.05
temp =  8.0
========CONFIG===========
[Student] CyclicLR step size =  70
LogitsTrain Time used: 10 	 Loss: 1153.321
Using the default mapping tsv
[Eval] Valid Acc. : 27.88% 	 (14749/52893)
[Eval] Test Acc. : 27.35% 	 (15570/56926)
LogitsTrain Time used: 10 	 Loss: 485.452
[Eval] Valid Acc. : 47.41% 	 (25077/52893)
[Eval] Test Acc. : 46.57% 	 (26509/56926)
LogitsTrain Time used: 10 	 Loss: 133.932
[Eval] Valid Acc. : 56.19% 	 (29722/52893)
[Eval] Test Acc. : 55.13% 	 (31382/56926)
LogitsTrain Time used: 10 	 Loss: 84.364
[Eval] Valid Acc. : 57.11% 	 (30207/52893)
[Eval] Test Acc. : 56.21% 	 (31997/56926)
LogitsTrain Time used: 10 	 Loss: 75.527
[Eval] Valid Acc. : 56.96% 	 (30129/52893)
[Eval] Test Acc. : 56.27% 	 (32035/56926)
LogitsTrain Time used: 10 	 Loss: 79.893
[Eval] Valid Acc. : 58.20% 	 (30784/52893)
[Eval] Test Acc. : 57.36% 	 (32653/56926)
LogitsTrain Time used: 10 	 Loss: 60.184
[Eval] Valid Acc. : 58.96% 	 (31184/52893)
[Eval] Test Acc. : 58.16% 	 (33107/56926)
LogitsTrain Time used: 9 	 Loss: 53.862
[Eval] Valid Acc. : 59.16% 	 (31290/52893)
[Eval] Test Acc. : 58.54% 	 (33322/56926)
LogitsTrain Time used: 10 	 Loss: 52.486
[Eval] Valid Acc. : 59.31% 	 (31372/52893)
[Eval] Test Acc. : 58.48% 	 (33293/56926)
LogitsTrain Time used: 9 	 Loss: 55.431
[Eval] Valid Acc. : 59.47% 	 (31456/52893)
[Eval] Test Acc. : 58.73% 	 (33430/56926)
LogitsTrain Time used: 9 	 Loss: 49.471
[Eval] Valid Acc. : 59.76% 	 (31610/52893)
[Eval] Test Acc. : 59.10% 	 (33645/56926)
LogitsTrain Time used: 10 	 Loss: 45.986
[Eval] Valid Acc. : 59.75% 	 (31605/52893)
[Eval] Test Acc. : 59.02% 	 (33600/56926)
LogitsTrain Time used: 10 	 Loss: 45.643
