========CONFIG===========
part_labeled =  0.05
temp =  6.0
========CONFIG===========
[Student] CyclicLR step size =  70
LogitsTrain Time used: 10 	 Loss: 1189.041
Using the default mapping tsv
[Eval] Valid Acc. : 28.50% 	 (15077/52893)
[Eval] Test Acc. : 27.92% 	 (15892/56926)
LogitsTrain Time used: 10 	 Loss: 431.425
[Eval] Valid Acc. : 48.98% 	 (25906/52893)
[Eval] Test Acc. : 47.86% 	 (27247/56926)
LogitsTrain Time used: 10 	 Loss: 126.253
[Eval] Valid Acc. : 56.88% 	 (30086/52893)
[Eval] Test Acc. : 55.97% 	 (31861/56926)
LogitsTrain Time used: 10 	 Loss: 82.481
[Eval] Valid Acc. : 57.65% 	 (30494/52893)
[Eval] Test Acc. : 56.79% 	 (32328/56926)
LogitsTrain Time used: 10 	 Loss: 75.680
[Eval] Valid Acc. : 58.13% 	 (30749/52893)
[Eval] Test Acc. : 57.18% 	 (32551/56926)
LogitsTrain Time used: 10 	 Loss: 76.489
[Eval] Valid Acc. : 57.94% 	 (30647/52893)
[Eval] Test Acc. : 56.96% 	 (32427/56926)
LogitsTrain Time used: 10 	 Loss: 60.972
[Eval] Valid Acc. : 59.09% 	 (31253/52893)
[Eval] Test Acc. : 58.36% 	 (33221/56926)
LogitsTrain Time used: 10 	 Loss: 55.506
[Eval] Valid Acc. : 59.24% 	 (31334/52893)
[Eval] Test Acc. : 58.33% 	 (33203/56926)
LogitsTrain Time used: 10 	 Loss: 54.146
[Eval] Valid Acc. : 59.05% 	 (31235/52893)
[Eval] Test Acc. : 57.87% 	 (32943/56926)
LogitsTrain Time used: 10 	 Loss: 59.046
[Eval] Valid Acc. : 59.25% 	 (31337/52893)
[Eval] Test Acc. : 58.11% 	 (33077/56926)
LogitsTrain Time used: 10 	 Loss: 50.945
[Eval] Valid Acc. : 59.81% 	 (31635/52893)
[Eval] Test Acc. : 58.84% 	 (33495/56926)
LogitsTrain Time used: 10 	 Loss: 47.781
[Eval] Valid Acc. : 59.78% 	 (31621/52893)
[Eval] Test Acc. : 58.73% 	 (33433/56926)
LogitsTrain Time used: 10 	 Loss: 47.707
[Eval] Valid Acc. : 59.32% 	 (31377/52893)
[Eval] Test Acc. : 58.44% 	 (33267/56926)
LogitsTrain Time used: 10 	 Loss: 55.178
[Eval] Valid Acc. : 59.95% 	 (31711/52893)
[Eval] Test Acc. : 58.90% 	 (33532/56926)
LogitsTrain Time used: 10 	 Loss: 46.658
[Eval] Valid Acc. : 60.00% 	 (31737/52893)
[Eval] Test Acc. : 58.69% 	 (33412/56926)
LogitsTrain Time used: 10 	 Loss: 44.440
[Eval] Valid Acc. : 60.10% 	 (31789/52893)
[Eval] Test Acc. : 59.09% 	 (33640/56926)
LogitsTrain Time used: 10 	 Loss: 44.178
[Eval] Valid Acc. : 59.96% 	 (31715/52893)
[Eval] Test Acc. : 58.94% 	 (33550/56926)
LogitsTrain Time used: 10 	 Loss: 44.523
[Eval] Valid Acc. : 60.25% 	 (31866/52893)
[Eval] Test Acc. : 59.25% 	 (33730/56926)
LogitsTrain Time used: 10 	 Loss: 42.712
[Eval] Valid Acc. : 60.43% 	 (31963/52893)
[Eval] Test Acc. : 59.38% 	 (33804/56926)
LogitsTrain Time used: 10 	 Loss: 41.082
[Eval] Valid Acc. : 60.25% 	 (31869/52893)
[Eval] Test Acc. : 59.38% 	 (33804/56926)
LogitsTrain Time used: 10 	 Loss: 41.818
[Eval] Valid Acc. : 60.58% 	 (32045/52893)
[Eval] Test Acc. : 59.56% 	 (33905/56926)
LogitsTrain Time used: 10 	 Loss: 43.127
[Eval] Valid Acc. : 60.21% 	 (31846/52893)
[Eval] Test Acc. : 59.26% 	 (33736/56926)
LogitsTrain Time used: 10 	 Loss: 40.842
[Eval] Valid Acc. : 60.49% 	 (31996/52893)
[Eval] Test Acc. : 59.52% 	 (33880/56926)
LogitsTrain Time used: 10 	 Loss: 39.079
[Eval] Valid Acc. : 60.55% 	 (32029/52893)
[Eval] Test Acc. : 59.55% 	 (33899/56926)
LogitsTrain Time used: 10 	 Loss: 39.951
[Eval] Valid Acc. : 60.14% 	 (31812/52893)
[Eval] Test Acc. : 59.22% 	 (33710/56926)
LogitsTrain Time used: 10 	 Loss: 42.663
[Eval] Valid Acc. : 60.44% 	 (31966/52893)
[Eval] Test Acc. : 59.26% 	 (33736/56926)
LogitsTrain Time used: 10 	 Loss: 38.959
[Eval] Valid Acc. : 60.56% 	 (32032/52893)
[Eval] Test Acc. : 59.65% 	 (33958/56926)
LogitsTrain Time used: 10 	 Loss: 37.890
[Eval] Valid Acc. : 60.68% 	 (32098/52893)
[Eval] Test Acc. : 59.78% 	 (34029/56926)
LogitsTrain Time used: 10 	 Loss: 38.800
[Eval] Valid Acc. : 60.89% 	 (32204/52893)
[Eval] Test Acc. : 59.81% 	 (34048/56926)
LogitsTrain Time used: 10 	 Loss: 41.840
[Eval] Valid Acc. : 60.40% 	 (31950/52893)
[Eval] Test Acc. : 59.56% 	 (33904/56926)
LogitsTrain Time used: 10 	 Loss: 37.812
[Eval] Valid Acc. : 60.61% 	 (32060/52893)
[Eval] Test Acc. : 59.75% 	 (34015/56926)
LogitsTrain Time used: 10 	 Loss: 36.780
[Eval] Valid Acc. : 60.50% 	 (31998/52893)
[Eval] Test Acc. : 59.48% 	 (33861/56926)
