========CONFIG===========
part_labeled =  0.05
temp =  2.0
========CONFIG===========
[Student] CyclicLR step size =  70
LogitsTrain Time used: 10 	 Loss: 1270.728
Using the default mapping tsv
[Eval] Valid Acc. : 32.71% 	 (17300/52893)
[Eval] Test Acc. : 32.01% 	 (18221/56926)
LogitsTrain Time used: 9 	 Loss: 448.764
[Eval] Valid Acc. : 50.25% 	 (26581/52893)
[Eval] Test Acc. : 48.97% 	 (27876/56926)
LogitsTrain Time used: 10 	 Loss: 152.509
[Eval] Valid Acc. : 57.31% 	 (30311/52893)
[Eval] Test Acc. : 56.19% 	 (31986/56926)
LogitsTrain Time used: 10 	 Loss: 97.893
[Eval] Valid Acc. : 58.47% 	 (30924/52893)
[Eval] Test Acc. : 57.12% 	 (32515/56926)
LogitsTrain Time used: 10 	 Loss: 88.016
[Eval] Valid Acc. : 58.15% 	 (30756/52893)
[Eval] Test Acc. : 56.79% 	 (32328/56926)
LogitsTrain Time used: 10 	 Loss: 83.524
[Eval] Valid Acc. : 59.33% 	 (31384/52893)
[Eval] Test Acc. : 58.43% 	 (33261/56926)
LogitsTrain Time used: 10 	 Loss: 69.977
[Eval] Valid Acc. : 59.78% 	 (31618/52893)
[Eval] Test Acc. : 58.72% 	 (33425/56926)
LogitsTrain Time used: 10 	 Loss: 62.377
[Eval] Valid Acc. : 60.01% 	 (31739/52893)
[Eval] Test Acc. : 58.85% 	 (33500/56926)
LogitsTrain Time used: 10 	 Loss: 60.869
[Eval] Valid Acc. : 60.03% 	 (31751/52893)
[Eval] Test Acc. : 59.07% 	 (33628/56926)
LogitsTrain Time used: 10 	 Loss: 65.032
[Eval] Valid Acc. : 58.28% 	 (30826/52893)
[Eval] Test Acc. : 57.29% 	 (32614/56926)
LogitsTrain Time used: 9 	 Loss: 58.498
[Eval] Valid Acc. : 60.57% 	 (32036/52893)
[Eval] Test Acc. : 59.82% 	 (34051/56926)
LogitsTrain Time used: 9 	 Loss: 53.939
[Eval] Valid Acc. : 60.61% 	 (32059/52893)
[Eval] Test Acc. : 59.64% 	 (33949/56926)
LogitsTrain Time used: 10 	 Loss: 53.323
[Eval] Valid Acc. : 60.64% 	 (32073/52893)
[Eval] Test Acc. : 59.81% 	 (34048/56926)
LogitsTrain Time used: 10 	 Loss: 54.752
[Eval] Valid Acc. : 60.28% 	 (31886/52893)
[Eval] Test Acc. : 59.38% 	 (33802/56926)
LogitsTrain Time used: 9 	 Loss: 51.885
[Eval] Valid Acc. : 60.83% 	 (32174/52893)
[Eval] Test Acc. : 59.99% 	 (34152/56926)
LogitsTrain Time used: 9 	 Loss: 48.795
[Eval] Valid Acc. : 60.68% 	 (32096/52893)
[Eval] Test Acc. : 59.74% 	 (34005/56926)
LogitsTrain Time used: 10 	 Loss: 49.026
[Eval] Valid Acc. : 60.62% 	 (32066/52893)
[Eval] Test Acc. : 59.68% 	 (33974/56926)
LogitsTrain Time used: 10 	 Loss: 52.291
[Eval] Valid Acc. : 60.29% 	 (31890/52893)
[Eval] Test Acc. : 59.22% 	 (33714/56926)
LogitsTrain Time used: 10 	 Loss: 48.184
[Eval] Valid Acc. : 60.68% 	 (32093/52893)
[Eval] Test Acc. : 59.86% 	 (34075/56926)
LogitsTrain Time used: 10 	 Loss: 45.927
[Eval] Valid Acc. : 60.71% 	 (32113/52893)
[Eval] Test Acc. : 59.84% 	 (34062/56926)
LogitsTrain Time used: 10 	 Loss: 46.574
[Eval] Valid Acc. : 61.18% 	 (32359/52893)
[Eval] Test Acc. : 60.39% 	 (34375/56926)
LogitsTrain Time used: 10 	 Loss: 48.773
[Eval] Valid Acc. : 61.26% 	 (32401/52893)
[Eval] Test Acc. : 60.33% 	 (34341/56926)
LogitsTrain Time used: 9 	 Loss: 45.866
[Eval] Valid Acc. : 60.69% 	 (32103/52893)
[Eval] Test Acc. : 59.90% 	 (34099/56926)
LogitsTrain Time used: 10 	 Loss: 43.539
[Eval] Valid Acc. : 60.83% 	 (32177/52893)
[Eval] Test Acc. : 59.93% 	 (34117/56926)
LogitsTrain Time used: 10 	 Loss: 45.194
[Eval] Valid Acc. : 60.94% 	 (32232/52893)
[Eval] Test Acc. : 60.08% 	 (34200/56926)
LogitsTrain Time used: 10 	 Loss: 46.982
[Eval] Valid Acc. : 60.68% 	 (32097/52893)
[Eval] Test Acc. : 59.88% 	 (34090/56926)
LogitsTrain Time used: 10 	 Loss: 43.917
[Eval] Valid Acc. : 60.90% 	 (32212/52893)
[Eval] Test Acc. : 60.00% 	 (34156/56926)
LogitsTrain Time used: 9 	 Loss: 42.347
[Eval] Valid Acc. : 60.56% 	 (32034/52893)
[Eval] Test Acc. : 59.72% 	 (33996/56926)
LogitsTrain Time used: 9 	 Loss: 44.234
[Eval] Valid Acc. : 61.08% 	 (32309/52893)
[Eval] Test Acc. : 59.96% 	 (34131/56926)
LogitsTrain Time used: 10 	 Loss: 45.729
[Eval] Valid Acc. : 60.20% 	 (31843/52893)
[Eval] Test Acc. : 59.36% 	 (33792/56926)
LogitsTrain Time used: 9 	 Loss: 42.960
[Eval] Valid Acc. : 61.05% 	 (32292/52893)
[Eval] Test Acc. : 60.12% 	 (34225/56926)
LogitsTrain Time used: 10 	 Loss: 40.792
[Eval] Valid Acc. : 60.92% 	 (32220/52893)
