========CONFIG===========
part_labeled =  0.1
temp =  2.0
========CONFIG===========
[Student] CyclicLR step size =  70
LogitsTrain Time used: 10 	 Loss: 1800.411
Using the default mapping tsv
[Eval] Valid Acc. : 33.18% 	 (17551/52893)
[Eval] Test Acc. : 33.24% 	 (18921/56926)
LogitsTrain Time used: 9 	 Loss: 794.516
[Eval] Valid Acc. : 51.88% 	 (27439/52893)
[Eval] Test Acc. : 51.68% 	 (29420/56926)
LogitsTrain Time used: 9 	 Loss: 374.589
[Eval] Valid Acc. : 61.13% 	 (32331/52893)
[Eval] Test Acc. : 60.92% 	 (34682/56926)
LogitsTrain Time used: 10 	 Loss: 268.589
[Eval] Valid Acc. : 62.80% 	 (33219/52893)
[Eval] Test Acc. : 62.26% 	 (35440/56926)
LogitsTrain Time used: 10 	 Loss: 242.389
[Eval] Valid Acc. : 63.60% 	 (33639/52893)
[Eval] Test Acc. : 62.58% 	 (35626/56926)
LogitsTrain Time used: 9 	 Loss: 233.971
[Eval] Valid Acc. : 63.66% 	 (33671/52893)
[Eval] Test Acc. : 63.01% 	 (35867/56926)
LogitsTrain Time used: 9 	 Loss: 199.451
[Eval] Valid Acc. : 66.11% 	 (34969/52893)
[Eval] Test Acc. : 65.29% 	 (37165/56926)
LogitsTrain Time used: 10 	 Loss: 175.424
[Eval] Valid Acc. : 66.33% 	 (35082/52893)
[Eval] Test Acc. : 65.25% 	 (37143/56926)
LogitsTrain Time used: 10 	 Loss: 169.794
[Eval] Valid Acc. : 65.65% 	 (34724/52893)
[Eval] Test Acc. : 64.60% 	 (36776/56926)
LogitsTrain Time used: 10 	 Loss: 177.118
[Eval] Valid Acc. : 65.90% 	 (34857/52893)
[Eval] Test Acc. : 64.89% 	 (36940/56926)
LogitsTrain Time used: 10 	 Loss: 162.454
[Eval] Valid Acc. : 66.83% 	 (35347/52893)
[Eval] Test Acc. : 66.02% 	 (37584/56926)
LogitsTrain Time used: 9 	 Loss: 150.234
[Eval] Valid Acc. : 66.94% 	 (35406/52893)
[Eval] Test Acc. : 65.88% 	 (37504/56926)
LogitsTrain Time used: 9 	 Loss: 149.456
[Eval] Valid Acc. : 66.56% 	 (35207/52893)
[Eval] Test Acc. : 65.71% 	 (37405/56926)
LogitsTrain Time used: 10 	 Loss: 157.143
[Eval] Valid Acc. : 65.37% 	 (34576/52893)
[Eval] Test Acc. : 65.05% 	 (37032/56926)
LogitsTrain Time used: 9 	 Loss: 147.818
[Eval] Valid Acc. : 67.36% 	 (35630/52893)
[Eval] Test Acc. : 66.13% 	 (37648/56926)
LogitsTrain Time used: 10 	 Loss: 137.464
[Eval] Valid Acc. : 67.28% 	 (35585/52893)
[Eval] Test Acc. : 66.21% 	 (37688/56926)
LogitsTrain Time used: 10 	 Loss: 139.613
