========CONFIG===========
part_labeled =  0.1
temp =  4.0
========CONFIG===========
[Student] CyclicLR step size =  70
LogitsTrain Time used: 10 	 Loss: 2089.013
Using the default mapping tsv
[Eval] Valid Acc. : 34.18% 	 (18078/52893)
[Eval] Test Acc. : 34.30% 	 (19524/56926)
LogitsTrain Time used: 10 	 Loss: 796.856
[Eval] Valid Acc. : 53.60% 	 (28350/52893)
[Eval] Test Acc. : 53.02% 	 (30184/56926)
LogitsTrain Time used: 10 	 Loss: 358.317
[Eval] Valid Acc. : 61.52% 	 (32541/52893)
[Eval] Test Acc. : 60.62% 	 (34511/56926)
LogitsTrain Time used: 9 	 Loss: 258.897
[Eval] Valid Acc. : 63.13% 	 (33391/52893)
[Eval] Test Acc. : 62.30% 	 (35463/56926)
LogitsTrain Time used: 9 	 Loss: 238.520
[Eval] Valid Acc. : 62.83% 	 (33235/52893)
[Eval] Test Acc. : 62.59% 	 (35630/56926)
LogitsTrain Time used: 10 	 Loss: 251.278
[Eval] Valid Acc. : 63.63% 	 (33655/52893)
[Eval] Test Acc. : 63.16% 	 (35953/56926)
LogitsTrain Time used: 10 	 Loss: 204.674
[Eval] Valid Acc. : 65.46% 	 (34622/52893)
[Eval] Test Acc. : 64.62% 	 (36784/56926)
LogitsTrain Time used: 10 	 Loss: 182.098
[Eval] Valid Acc. : 65.76% 	 (34782/52893)
[Eval] Test Acc. : 64.69% 	 (36823/56926)
LogitsTrain Time used: 10 	 Loss: 177.888
[Eval] Valid Acc. : 65.84% 	 (34823/52893)
[Eval] Test Acc. : 64.71% 	 (36834/56926)
LogitsTrain Time used: 9 	 Loss: 193.020
[Eval] Valid Acc. : 65.36% 	 (34570/52893)
[Eval] Test Acc. : 64.21% 	 (36551/56926)
LogitsTrain Time used: 10 	 Loss: 172.586
[Eval] Valid Acc. : 66.71% 	 (35285/52893)
[Eval] Test Acc. : 65.10% 	 (37060/56926)
LogitsTrain Time used: 9 	 Loss: 160.347
[Eval] Valid Acc. : 66.66% 	 (35259/52893)
[Eval] Test Acc. : 65.42% 	 (37239/56926)
LogitsTrain Time used: 9 	 Loss: 159.225
[Eval] Valid Acc. : 66.43% 	 (35136/52893)
[Eval] Test Acc. : 65.10% 	 (37057/56926)
LogitsTrain Time used: 10 	 Loss: 168.260
[Eval] Valid Acc. : 66.52% 	 (35187/52893)
[Eval] Test Acc. : 65.03% 	 (37021/56926)
LogitsTrain Time used: 9 	 Loss: 155.217
[Eval] Valid Acc. : 66.94% 	 (35404/52893)
[Eval] Test Acc. : 65.57% 	 (37329/56926)
LogitsTrain Time used: 9 	 Loss: 147.175
[Eval] Valid Acc. : 67.01% 	 (35442/52893)
[Eval] Test Acc. : 65.93% 	 (37530/56926)
LogitsTrain Time used: 10 	 Loss: 148.306
[Eval] Valid Acc. : 66.69% 	 (35273/52893)
[Eval] Test Acc. : 65.71% 	 (37408/56926)
LogitsTrain Time used: 10 	 Loss: 159.920
[Eval] Valid Acc. : 66.65% 	 (35251/52893)
[Eval] Test Acc. : 65.38% 	 (37219/56926)
LogitsTrain Time used: 10 	 Loss: 145.451
[Eval] Valid Acc. : 67.41% 	 (35655/52893)
[Eval] Test Acc. : 66.26% 	 (37719/56926)
LogitsTrain Time used: 10 	 Loss: 139.633
[Eval] Valid Acc. : 67.29% 	 (35590/52893)
[Eval] Test Acc. : 65.99% 	 (37566/56926)
LogitsTrain Time used: 10 	 Loss: 142.020
[Eval] Valid Acc. : 66.09% 	 (34957/52893)
[Eval] Test Acc. : 65.25% 	 (37143/56926)
LogitsTrain Time used: 10 	 Loss: 154.118
[Eval] Valid Acc. : 66.83% 	 (35350/52893)
[Eval] Test Acc. : 65.61% 	 (37350/56926)
LogitsTrain Time used: 9 	 Loss: 139.519
[Eval] Valid Acc. : 67.45% 	 (35674/52893)
[Eval] Test Acc. : 66.22% 	 (37697/56926)
LogitsTrain Time used: 9 	 Loss: 134.457
[Eval] Valid Acc. : 67.16% 	 (35522/52893)
[Eval] Test Acc. : 65.90% 	 (37512/56926)
LogitsTrain Time used: 10 	 Loss: 138.194
[Eval] Valid Acc. : 66.12% 	 (34974/52893)
[Eval] Test Acc. : 65.45% 	 (37260/56926)
LogitsTrain Time used: 9 	 Loss: 144.833
[Eval] Valid Acc. : 66.80% 	 (35333/52893)
[Eval] Test Acc. : 65.91% 	 (37521/56926)
LogitsTrain Time used: 10 	 Loss: 135.307
[Eval] Valid Acc. : 67.68% 	 (35796/52893)
[Eval] Test Acc. : 66.30% 	 (37742/56926)
LogitsTrain Time used: 9 	 Loss: 128.730
[Eval] Valid Acc. : 67.72% 	 (35817/52893)
[Eval] Test Acc. : 66.12% 	 (37638/56926)
LogitsTrain Time used: 9 	 Loss: 134.735
[Eval] Valid Acc. : 66.28% 	 (35057/52893)
[Eval] Test Acc. : 64.49% 	 (36712/56926)
LogitsTrain Time used: 9 	 Loss: 144.766
[Eval] Valid Acc. : 67.46% 	 (35682/52893)
[Eval] Test Acc. : 66.36% 	 (37775/56926)
LogitsTrain Time used: 9 	 Loss: 128.507
[Eval] Valid Acc. : 67.73% 	 (35823/52893)
[Eval] Test Acc. : 66.31% 	 (37750/56926)
LogitsTrain Time used: 9 	 Loss: 126.018
[Eval] Valid Acc. : 67.56% 	 (35737/52893)
[Eval] Test Acc. : 66.16% 	 (37660/56926)
LogitsTrain Time used: 9 	 Loss: 131.464
[Eval] Valid Acc. : 66.01% 	 (34915/52893)
[Eval] Test Acc. : 65.10% 	 (37057/56926)
LogitsTrain Time used: 9 	 Loss: 141.152
[Eval] Valid Acc. : 67.34% 	 (35619/52893)
[Eval] Test Acc. : 66.12% 	 (37641/56926)
LogitsTrain Time used: 10 	 Loss: 126.526
[Eval] Valid Acc. : 67.93% 	 (35928/52893)
[Eval] Test Acc. : 66.43% 	 (37817/56926)
LogitsTrain Time used: 9 	 Loss: 123.628
[Eval] Valid Acc. : 67.60% 	 (35754/52893)
[Eval] Test Acc. : 66.36% 	 (37777/56926)
LogitsTrain Time used: 10 	 Loss: 129.771
[Eval] Valid Acc. : 66.81% 	 (35336/52893)
[Eval] Test Acc. : 66.06% 	 (37603/56926)
LogitsTrain Time used: 10 	 Loss: 132.412
[Eval] Valid Acc. : 67.85% 	 (35890/52893)
[Eval] Test Acc. : 66.35% 	 (37769/56926)
LogitsTrain Time used: 9 	 Loss: 122.637
[Eval] Valid Acc. : 67.86% 	 (35895/52893)
[Eval] Test Acc. : 66.55% 	 (37882/56926)
LogitsTrain Time used: 9 	 Loss: 121.624
[Eval] Valid Acc. : 67.43% 	 (35667/52893)
[Eval] Test Acc. : 66.44% 	 (37822/56926)
LogitsTrain Time used: 10 	 Loss: 130.165
[Eval] Valid Acc. : 67.31% 	 (35601/52893)
[Eval] Test Acc. : 66.12% 	 (37642/56926)
LogitsTrain Time used: 10 	 Loss: 129.589
[Eval] Valid Acc. : 67.71% 	 (35816/52893)
[Eval] Test Acc. : 66.06% 	 (37604/56926)
LogitsTrain Time used: 10 	 Loss: 120.234
[Eval] Valid Acc. : 67.90% 	 (35915/52893)
[Eval] Test Acc. : 66.42% 	 (37808/56926)
LogitsTrain Time used: 10 	 Loss: 120.057
[Eval] Valid Acc. : 67.47% 	 (35688/52893)
[Eval] Test Acc. : 66.16% 	 (37665/56926)
LogitsTrain Time used: 10 	 Loss: 130.488
[Eval] Valid Acc. : 67.29% 	 (35593/52893)
[Eval] Test Acc. : 66.01% 	 (37577/56926)
LogitsTrain Time used: 9 	 Loss: 125.331
[Eval] Valid Acc. : 67.64% 	 (35776/52893)
[Eval] Test Acc. : 66.32% 	 (37755/56926)
LogitsTrain Time used: 10 	 Loss: 118.070
[Eval] Valid Acc. : 67.88% 	 (35905/52893)
[Eval] Test Acc. : 66.59% 	 (37908/56926)
LogitsTrain Time used: 10 	 Loss: 118.899
[Eval] Valid Acc. : 67.46% 	 (35680/52893)
[Eval] Test Acc. : 66.06% 	 (37605/56926)
LogitsTrain Time used: 10 	 Loss: 135.659
[Eval] Valid Acc. : 67.54% 	 (35724/52893)
[Eval] Test Acc. : 66.39% 	 (37795/56926)
LogitsTrain Time used: 9 	 Loss: 121.477
[Eval] Valid Acc. : 68.02% 	 (35976/52893)
[Eval] Test Acc. : 66.73% 	 (37984/56926)
Finish training student!
[Result][Student] Best epoch : 49 	Valid. Acc. : 68.0166% 	 Test Acc.: 66.7252%
