========CONFIG===========
part_labeled =  0.1
temp =  6.0
========CONFIG===========
[Student] CyclicLR step size =  70
LogitsTrain Time used: 10 	 Loss: 1930.318
Using the default mapping tsv
[Eval] Valid Acc. : 30.24% 	 (15993/52893)
[Eval] Test Acc. : 30.40% 	 (17303/56926)
LogitsTrain Time used: 9 	 Loss: 779.553
[Eval] Valid Acc. : 51.62% 	 (27306/52893)
[Eval] Test Acc. : 51.36% 	 (29237/56926)
LogitsTrain Time used: 9 	 Loss: 347.421
[Eval] Valid Acc. : 60.01% 	 (31740/52893)
[Eval] Test Acc. : 59.44% 	 (33837/56926)
LogitsTrain Time used: 10 	 Loss: 249.157
[Eval] Valid Acc. : 62.32% 	 (32964/52893)
[Eval] Test Acc. : 61.61% 	 (35072/56926)
LogitsTrain Time used: 9 	 Loss: 228.620
[Eval] Valid Acc. : 61.70% 	 (32633/52893)
[Eval] Test Acc. : 60.85% 	 (34637/56926)
LogitsTrain Time used: 10 	 Loss: 229.799
[Eval] Valid Acc. : 63.62% 	 (33651/52893)
[Eval] Test Acc. : 62.98% 	 (35852/56926)
LogitsTrain Time used: 9 	 Loss: 188.410
[Eval] Valid Acc. : 65.26% 	 (34516/52893)
[Eval] Test Acc. : 64.34% 	 (36626/56926)
LogitsTrain Time used: 10 	 Loss: 170.245
[Eval] Valid Acc. : 65.53% 	 (34663/52893)
[Eval] Test Acc. : 64.56% 	 (36753/56926)
LogitsTrain Time used: 9 	 Loss: 165.216
[Eval] Valid Acc. : 65.49% 	 (34640/52893)
[Eval] Test Acc. : 64.53% 	 (36737/56926)
LogitsTrain Time used: 10 	 Loss: 182.826
[Eval] Valid Acc. : 65.38% 	 (34582/52893)
[Eval] Test Acc. : 64.37% 	 (36641/56926)
LogitsTrain Time used: 9 	 Loss: 157.649
[Eval] Valid Acc. : 66.33% 	 (35084/52893)
[Eval] Test Acc. : 65.08% 	 (37050/56926)
LogitsTrain Time used: 10 	 Loss: 148.414
[Eval] Valid Acc. : 66.53% 	 (35192/52893)
[Eval] Test Acc. : 65.35% 	 (37202/56926)
LogitsTrain Time used: 9 	 Loss: 146.954
[Eval] Valid Acc. : 66.28% 	 (35056/52893)
[Eval] Test Acc. : 65.06% 	 (37036/56926)
LogitsTrain Time used: 10 	 Loss: 165.890
[Eval] Valid Acc. : 65.14% 	 (34453/52893)
[Eval] Test Acc. : 64.81% 	 (36895/56926)
LogitsTrain Time used: 10 	 Loss: 146.193
[Eval] Valid Acc. : 66.77% 	 (35319/52893)
[Eval] Test Acc. : 65.58% 	 (37332/56926)
LogitsTrain Time used: 10 	 Loss: 137.733
[Eval] Valid Acc. : 66.82% 	 (35345/52893)
[Eval] Test Acc. : 65.61% 	 (37348/56926)
LogitsTrain Time used: 10 	 Loss: 137.220
[Eval] Valid Acc. : 66.54% 	 (35193/52893)
[Eval] Test Acc. : 65.57% 	 (37329/56926)
LogitsTrain Time used: 9 	 Loss: 144.977
[Eval] Valid Acc. : 66.34% 	 (35087/52893)
[Eval] Test Acc. : 65.32% 	 (37182/56926)
LogitsTrain Time used: 9 	 Loss: 135.099
[Eval] Valid Acc. : 66.83% 	 (35350/52893)
[Eval] Test Acc. : 65.73% 	 (37415/56926)
LogitsTrain Time used: 10 	 Loss: 128.939
[Eval] Valid Acc. : 66.90% 	 (35388/52893)
[Eval] Test Acc. : 65.89% 	 (37508/56926)
LogitsTrain Time used: 10 	 Loss: 132.549
[Eval] Valid Acc. : 66.31% 	 (35073/52893)
[Eval] Test Acc. : 65.11% 	 (37064/56926)
LogitsTrain Time used: 10 	 Loss: 143.873
[Eval] Valid Acc. : 66.07% 	 (34949/52893)
[Eval] Test Acc. : 65.49% 	 (37283/56926)
LogitsTrain Time used: 10 	 Loss: 130.588
[Eval] Valid Acc. : 67.07% 	 (35477/52893)
[Eval] Test Acc. : 65.91% 	 (37518/56926)
LogitsTrain Time used: 10 	 Loss: 124.832
[Eval] Valid Acc. : 67.00% 	 (35438/52893)
[Eval] Test Acc. : 65.85% 	 (37483/56926)
LogitsTrain Time used: 10 	 Loss: 127.814
[Eval] Valid Acc. : 66.10% 	 (34960/52893)
[Eval] Test Acc. : 65.19% 	 (37109/56926)
LogitsTrain Time used: 10 	 Loss: 136.452
[Eval] Valid Acc. : 67.00% 	 (35437/52893)
[Eval] Test Acc. : 66.01% 	 (37579/56926)
LogitsTrain Time used: 10 	 Loss: 124.098
[Eval] Valid Acc. : 67.27% 	 (35581/52893)
[Eval] Test Acc. : 65.99% 	 (37568/56926)
LogitsTrain Time used: 10 	 Loss: 120.113
[Eval] Valid Acc. : 67.12% 	 (35504/52893)
[Eval] Test Acc. : 66.07% 	 (37612/56926)
LogitsTrain Time used: 10 	 Loss: 124.161
[Eval] Valid Acc. : 65.85% 	 (34830/52893)
[Eval] Test Acc. : 64.84% 	 (36908/56926)
LogitsTrain Time used: 10 	 Loss: 140.798
[Eval] Valid Acc. : 66.99% 	 (35433/52893)
[Eval] Test Acc. : 65.80% 	 (37457/56926)
LogitsTrain Time used: 10 	 Loss: 120.755
[Eval] Valid Acc. : 67.32% 	 (35607/52893)
[Eval] Test Acc. : 66.23% 	 (37703/56926)
LogitsTrain Time used: 10 	 Loss: 117.884
[Eval] Valid Acc. : 66.88% 	 (35373/52893)
[Eval] Test Acc. : 66.20% 	 (37685/56926)
LogitsTrain Time used: 10 	 Loss: 122.566
[Eval] Valid Acc. : 66.52% 	 (35187/52893)
[Eval] Test Acc. : 65.34% 	 (37197/56926)
LogitsTrain Time used: 10 	 Loss: 130.012
[Eval] Valid Acc. : 67.16% 	 (35525/52893)
[Eval] Test Acc. : 65.91% 	 (37518/56926)
LogitsTrain Time used: 10 	 Loss: 117.508
[Eval] Valid Acc. : 67.50% 	 (35704/52893)
[Eval] Test Acc. : 66.15% 	 (37656/56926)
LogitsTrain Time used: 10 	 Loss: 115.183
[Eval] Valid Acc. : 67.07% 	 (35473/52893)
[Eval] Test Acc. : 66.03% 	 (37588/56926)
LogitsTrain Time used: 10 	 Loss: 121.945
[Eval] Valid Acc. : 64.03% 	 (33868/52893)
[Eval] Test Acc. : 63.30% 	 (36034/56926)
LogitsTrain Time used: 10 	 Loss: 134.556
[Eval] Valid Acc. : 67.37% 	 (35635/52893)
[Eval] Test Acc. : 65.87% 	 (37498/56926)
LogitsTrain Time used: 10 	 Loss: 115.649
[Eval] Valid Acc. : 67.66% 	 (35790/52893)
[Eval] Test Acc. : 66.19% 	 (37680/56926)
LogitsTrain Time used: 10 	 Loss: 114.044
[Eval] Valid Acc. : 67.27% 	 (35582/52893)
[Eval] Test Acc. : 65.58% 	 (37333/56926)
LogitsTrain Time used: 10 	 Loss: 120.869
[Eval] Valid Acc. : 66.12% 	 (34973/52893)
[Eval] Test Acc. : 64.79% 	 (36885/56926)
LogitsTrain Time used: 10 	 Loss: 118.584
[Eval] Valid Acc. : 67.57% 	 (35738/52893)
[Eval] Test Acc. : 66.03% 	 (37590/56926)
LogitsTrain Time used: 10 	 Loss: 111.407
[Eval] Valid Acc. : 67.67% 	 (35793/52893)
[Eval] Test Acc. : 66.24% 	 (37709/56926)
LogitsTrain Time used: 10 	 Loss: 111.855
[Eval] Valid Acc. : 67.47% 	 (35689/52893)
[Eval] Test Acc. : 66.03% 	 (37589/56926)
LogitsTrain Time used: 10 	 Loss: 120.246
[Eval] Valid Acc. : 66.19% 	 (35009/52893)
[Eval] Test Acc. : 64.75% 	 (36860/56926)
LogitsTrain Time used: 10 	 Loss: 116.581
[Eval] Valid Acc. : 67.59% 	 (35751/52893)
[Eval] Test Acc. : 66.25% 	 (37712/56926)
LogitsTrain Time used: 10 	 Loss: 110.000
[Eval] Valid Acc. : 67.77% 	 (35844/52893)
[Eval] Test Acc. : 66.30% 	 (37741/56926)
LogitsTrain Time used: 10 	 Loss: 110.360
[Eval] Valid Acc. : 67.31% 	 (35601/52893)
[Eval] Test Acc. : 65.82% 	 (37468/56926)
LogitsTrain Time used: 10 	 Loss: 121.534
[Eval] Valid Acc. : 67.41% 	 (35656/52893)
[Eval] Test Acc. : 66.27% 	 (37723/56926)
LogitsTrain Time used: 10 	 Loss: 112.713
