========CONFIG===========
part_labeled =  0.5
temp =  8.0
========CONFIG===========
[Student] CyclicLR step size =  70
LogitsTrain Time used: 10 	 Loss: 2300.088
Using the default mapping tsv
[Eval] Valid Acc. : 30.11% 	 (15925/52893)
[Eval] Test Acc. : 29.75% 	 (16934/56926)
LogitsTrain Time used: 10 	 Loss: 1147.025
[Eval] Valid Acc. : 49.70% 	 (26287/52893)
[Eval] Test Acc. : 49.96% 	 (28439/56926)
LogitsTrain Time used: 9 	 Loss: 648.043
[Eval] Valid Acc. : 61.09% 	 (32313/52893)
[Eval] Test Acc. : 60.98% 	 (34712/56926)
LogitsTrain Time used: 10 	 Loss: 493.028
[Eval] Valid Acc. : 63.83% 	 (33761/52893)
[Eval] Test Acc. : 63.54% 	 (36170/56926)
LogitsTrain Time used: 10 	 Loss: 454.960
[Eval] Valid Acc. : 62.78% 	 (33207/52893)
[Eval] Test Acc. : 61.57% 	 (35052/56926)
LogitsTrain Time used: 10 	 Loss: 458.141
[Eval] Valid Acc. : 65.46% 	 (34623/52893)
[Eval] Test Acc. : 64.80% 	 (36886/56926)
LogitsTrain Time used: 10 	 Loss: 387.469
[Eval] Valid Acc. : 68.71% 	 (36341/52893)
[Eval] Test Acc. : 67.44% 	 (38389/56926)
LogitsTrain Time used: 10 	 Loss: 352.373
[Eval] Valid Acc. : 69.77% 	 (36902/52893)
[Eval] Test Acc. : 68.81% 	 (39169/56926)
LogitsTrain Time used: 10 	 Loss: 346.697
[Eval] Valid Acc. : 69.09% 	 (36543/52893)
[Eval] Test Acc. : 68.33% 	 (38895/56926)
LogitsTrain Time used: 10 	 Loss: 361.799
[Eval] Valid Acc. : 68.27% 	 (36108/52893)
[Eval] Test Acc. : 67.45% 	 (38397/56926)
LogitsTrain Time used: 10 	 Loss: 333.824
[Eval] Valid Acc. : 70.87% 	 (37484/52893)
[Eval] Test Acc. : 69.73% 	 (39695/56926)
LogitsTrain Time used: 10 	 Loss: 311.363
[Eval] Valid Acc. : 71.34% 	 (37735/52893)
[Eval] Test Acc. : 70.13% 	 (39922/56926)
LogitsTrain Time used: 10 	 Loss: 308.883
[Eval] Valid Acc. : 70.75% 	 (37423/52893)
[Eval] Test Acc. : 69.71% 	 (39684/56926)
LogitsTrain Time used: 10 	 Loss: 324.626
[Eval] Valid Acc. : 70.69% 	 (37390/52893)
[Eval] Test Acc. : 69.65% 	 (39649/56926)
LogitsTrain Time used: 10 	 Loss: 302.957
[Eval] Valid Acc. : 71.86% 	 (38007/52893)
[Eval] Test Acc. : 70.68% 	 (40235/56926)
LogitsTrain Time used: 10 	 Loss: 288.997
[Eval] Valid Acc. : 72.13% 	 (38151/52893)
[Eval] Test Acc. : 70.66% 	 (40226/56926)
LogitsTrain Time used: 10 	 Loss: 291.111
[Eval] Valid Acc. : 71.38% 	 (37754/52893)
[Eval] Test Acc. : 70.22% 	 (39971/56926)
LogitsTrain Time used: 10 	 Loss: 304.490
[Eval] Valid Acc. : 71.44% 	 (37785/52893)
[Eval] Test Acc. : 70.00% 	 (39848/56926)
LogitsTrain Time used: 10 	 Loss: 288.424
