========CONFIG===========
part_labeled =  0.5
temp =  4.0
========CONFIG===========
[Student] CyclicLR step size =  70
LogitsTrain Time used: 10 	 Loss: 2788.156
Using the default mapping tsv
[Eval] Valid Acc. : 33.10% 	 (17507/52893)
[Eval] Test Acc. : 33.56% 	 (19103/56926)
LogitsTrain Time used: 10 	 Loss: 1332.339
[Eval] Valid Acc. : 52.39% 	 (27709/52893)
[Eval] Test Acc. : 52.61% 	 (29947/56926)
LogitsTrain Time used: 10 	 Loss: 734.549
[Eval] Valid Acc. : 62.26% 	 (32929/52893)
[Eval] Test Acc. : 62.15% 	 (35378/56926)
LogitsTrain Time used: 10 	 Loss: 564.846
[Eval] Valid Acc. : 65.09% 	 (34427/52893)
[Eval] Test Acc. : 64.49% 	 (36714/56926)
LogitsTrain Time used: 10 	 Loss: 517.166
[Eval] Valid Acc. : 65.69% 	 (34747/52893)
[Eval] Test Acc. : 65.11% 	 (37062/56926)
LogitsTrain Time used: 10 	 Loss: 501.835
[Eval] Valid Acc. : 67.00% 	 (35439/52893)
[Eval] Test Acc. : 65.99% 	 (37566/56926)
LogitsTrain Time used: 10 	 Loss: 435.080
[Eval] Valid Acc. : 69.37% 	 (36692/52893)
[Eval] Test Acc. : 68.11% 	 (38771/56926)
LogitsTrain Time used: 10 	 Loss: 394.417
[Eval] Valid Acc. : 70.22% 	 (37141/52893)
[Eval] Test Acc. : 69.19% 	 (39385/56926)
LogitsTrain Time used: 10 	 Loss: 387.358
[Eval] Valid Acc. : 69.64% 	 (36835/52893)
[Eval] Test Acc. : 68.37% 	 (38921/56926)
LogitsTrain Time used: 10 	 Loss: 400.263
[Eval] Valid Acc. : 70.04% 	 (37048/52893)
[Eval] Test Acc. : 68.34% 	 (38903/56926)
LogitsTrain Time used: 10 	 Loss: 368.314
[Eval] Valid Acc. : 71.18% 	 (37647/52893)
[Eval] Test Acc. : 69.97% 	 (39830/56926)
LogitsTrain Time used: 10 	 Loss: 343.067
[Eval] Valid Acc. : 71.68% 	 (37916/52893)
[Eval] Test Acc. : 70.19% 	 (39954/56926)
LogitsTrain Time used: 10 	 Loss: 343.727
[Eval] Valid Acc. : 70.67% 	 (37377/52893)
[Eval] Test Acc. : 69.56% 	 (39599/56926)
LogitsTrain Time used: 10 	 Loss: 363.866
[Eval] Valid Acc. : 71.11% 	 (37612/52893)
[Eval] Test Acc. : 69.32% 	 (39460/56926)
LogitsTrain Time used: 9 	 Loss: 338.875
[Eval] Valid Acc. : 71.90% 	 (38029/52893)
[Eval] Test Acc. : 70.38% 	 (40067/56926)
LogitsTrain Time used: 10 	 Loss: 319.949
[Eval] Valid Acc. : 72.08% 	 (38127/52893)
[Eval] Test Acc. : 70.64% 	 (40214/56926)
LogitsTrain Time used: 10 	 Loss: 325.364
[Eval] Valid Acc. : 70.30% 	 (37185/52893)
[Eval] Test Acc. : 69.26% 	 (39429/56926)
LogitsTrain Time used: 10 	 Loss: 346.185
[Eval] Valid Acc. : 71.26% 	 (37692/52893)
[Eval] Test Acc. : 70.25% 	 (39993/56926)
LogitsTrain Time used: 10 	 Loss: 325.033
[Eval] Valid Acc. : 72.27% 	 (38228/52893)
[Eval] Test Acc. : 71.06% 	 (40452/56926)
LogitsTrain Time used: 10 	 Loss: 304.393
[Eval] Valid Acc. : 72.44% 	 (38314/52893)
[Eval] Test Acc. : 71.06% 	 (40452/56926)
LogitsTrain Time used: 10 	 Loss: 311.906
[Eval] Valid Acc. : 71.79% 	 (37970/52893)
[Eval] Test Acc. : 70.48% 	 (40122/56926)
LogitsTrain Time used: 9 	 Loss: 325.909
[Eval] Valid Acc. : 72.17% 	 (38175/52893)
[Eval] Test Acc. : 70.90% 	 (40362/56926)
LogitsTrain Time used: 10 	 Loss: 306.155
[Eval] Valid Acc. : 72.81% 	 (38514/52893)
[Eval] Test Acc. : 71.45% 	 (40672/56926)
LogitsTrain Time used: 10 	 Loss: 291.525
[Eval] Valid Acc. : 72.42% 	 (38303/52893)
[Eval] Test Acc. : 71.17% 	 (40515/56926)
LogitsTrain Time used: 10 	 Loss: 304.188
[Eval] Valid Acc. : 70.43% 	 (37254/52893)
[Eval] Test Acc. : 68.88% 	 (39211/56926)
LogitsTrain Time used: 9 	 Loss: 317.185
[Eval] Valid Acc. : 72.56% 	 (38378/52893)
[Eval] Test Acc. : 71.10% 	 (40474/56926)
LogitsTrain Time used: 10 	 Loss: 294.287
[Eval] Valid Acc. : 73.06% 	 (38642/52893)
[Eval] Test Acc. : 71.64% 	 (40784/56926)
LogitsTrain Time used: 10 	 Loss: 284.362
[Eval] Valid Acc. : 72.80% 	 (38505/52893)
[Eval] Test Acc. : 71.51% 	 (40710/56926)
LogitsTrain Time used: 10 	 Loss: 294.813
[Eval] Valid Acc. : 70.63% 	 (37360/52893)
[Eval] Test Acc. : 69.34% 	 (39474/56926)
LogitsTrain Time used: 10 	 Loss: 313.512
[Eval] Valid Acc. : 72.72% 	 (38464/52893)
[Eval] Test Acc. : 71.09% 	 (40470/56926)
LogitsTrain Time used: 10 	 Loss: 284.635
[Eval] Valid Acc. : 73.34% 	 (38790/52893)
[Eval] Test Acc. : 71.64% 	 (40779/56926)
LogitsTrain Time used: 10 	 Loss: 276.914
[Eval] Valid Acc. : 72.98% 	 (38600/52893)
[Eval] Test Acc. : 71.67% 	 (40801/56926)
LogitsTrain Time used: 9 	 Loss: 289.972
[Eval] Valid Acc. : 71.79% 	 (37972/52893)
[Eval] Test Acc. : 70.77% 	 (40285/56926)
LogitsTrain Time used: 10 	 Loss: 300.117
[Eval] Valid Acc. : 72.99% 	 (38608/52893)
[Eval] Test Acc. : 71.83% 	 (40892/56926)
LogitsTrain Time used: 10 	 Loss: 278.482
[Eval] Valid Acc. : 73.47% 	 (38860/52893)
[Eval] Test Acc. : 71.89% 	 (40925/56926)
LogitsTrain Time used: 10 	 Loss: 272.672
[Eval] Valid Acc. : 72.87% 	 (38543/52893)
[Eval] Test Acc. : 70.94% 	 (40385/56926)
LogitsTrain Time used: 10 	 Loss: 287.463
[Eval] Valid Acc. : 71.25% 	 (37684/52893)
[Eval] Test Acc. : 69.60% 	 (39622/56926)
LogitsTrain Time used: 10 	 Loss: 297.652
[Eval] Valid Acc. : 73.21% 	 (38723/52893)
[Eval] Test Acc. : 71.67% 	 (40798/56926)
LogitsTrain Time used: 10 	 Loss: 273.367
[Eval] Valid Acc. : 73.49% 	 (38871/52893)
[Eval] Test Acc. : 72.00% 	 (40985/56926)
LogitsTrain Time used: 10 	 Loss: 267.842
[Eval] Valid Acc. : 72.97% 	 (38598/52893)
[Eval] Test Acc. : 71.40% 	 (40647/56926)
LogitsTrain Time used: 10 	 Loss: 284.759
